"","Time","Var","Value"
"1",1997,"Series",1.051276793146
"2",1998,"Series",0.887015885153889
"3",1999,"Series",1.51940026829854
"4",2000,"Series",1.71588792904331
"5",2002,"Series",1.77821325167602
"6",2003,"Series",1.62596691368339
"7",2004,"Series",1.64149146586042
"8",2005,"Series",2.16902452718097
"9",2006,"Series",1.38505303897745
"10",2007,"Series",1.55180359305782
"11",2008,"Series",1.37579382056354
"12",2011,"Series",2.21580009820143
"13",2012,"Series",1.64618103432785
"14",2013,"Series",1.01675129416762
"15",2014,"Series",1.56735940935948
"16",2015,"Series",1.37672370063245
"17",2016,"Series",0.905527597919206
"18",2017,"Series",0.986540641075043
"19",2018,"Series",0.963641683677789
"20",2019,"Series",1.16324876952921
"21",1997,"Regime mean",1.53273393895814
"22",1998,"Regime mean",1.53273393895814
"23",1999,"Regime mean",1.53273393895814
"24",2000,"Regime mean",1.53273393895814
"25",2002,"Regime mean",1.53273393895814
"26",2003,"Regime mean",1.53273393895814
"27",2004,"Regime mean",1.53273393895814
"28",2005,"Regime mean",1.53273393895814
"29",2006,"Regime mean",1.53273393895814
"30",2007,"Regime mean",1.53273393895814
"31",2008,"Regime mean",1.53273393895814
"32",2011,"Regime mean",1.53273393895814
"33",2012,"Regime mean",1.53273393895814
"34",2013,"Regime mean",1.53273393895814
"35",2014,"Regime mean",1.53273393895814
"36",2015,"Regime mean",1.53273393895814
"37",2016,"Regime mean",1.00473967305031
"38",2017,"Regime mean",1.00473967305031
"39",2018,"Regime mean",1.00473967305031
"40",2019,"Regime mean",1.00473967305031
