"","Time","Fall"
"1",1977,0.343167892156863
"2",1978,0.351133578431373
"3",1979,0.337493872549019
"4",1980,0.339950980392157
"5",1984,0.335447303921569
"6",1985,0.315367647058823
"7",1986,0.318437500000001
"8",1991,0.313333333333333
"9",1994,0.307886029411765
"10",1998,0.30530637254902
"11",2003,0.283492647058824
"12",2004,0.271752450980392
"13",2007,0.277267156862745
"14",2009,0.289325980392157
