"","Time","Spring"
"1",1981,0.344613970588235
"2",1987,0.312647058823529
"3",1993,0.30405024509804
"4",1997,0.296513480392157
"5",1999,0.29783088235294
"6",2001,0.292438725490197
"7",2006,0.275533088235294
"8",2007,0.272757352941177
"9",2009,0.284185049019608
"10",2011,0.287132352941177
"11",2012,0.278020833333333
"12",2014,0.295386029411765
"13",2015,0.304424019607843
"14",2016,0.30452205882353
