"","Time","Var","Value"
"1",1968,"Series",13.0315301745248
"2",1969,"Series",12.9900191357228
"3",1970,"Series",13.0747855572139
"4",1971,"Series",14.2339284195209
"5",1972,"Series",12.6860422029626
"6",1973,"Series",12.9913881912683
"7",1974,"Series",12.9581320086924
"8",1975,"Series",13.4112856790664
"9",1976,"Series",13.0989340435822
"10",1977,"Series",13.1358529186934
"11",1978,"Series",12.5265021246571
"12",1979,"Series",13.2693004505737
"13",1980,"Series",12.5392414010692
"14",1981,"Series",12.9483489712884
"15",1982,"Series",13.1014740646591
"16",1983,"Series",13.1942649819323
"17",1984,"Series",13.5573646468759
"18",1985,"Series",14.1998182612162
"19",1986,"Series",13.0899792417402
"20",1987,"Series",13.4264821984615
"21",1988,"Series",12.202266697109
"22",1989,"Series",13.1057365830468
"23",1990,"Series",13.6644124903404
"24",1991,"Series",12.9249242064279
"25",1992,"Series",12.4524040649427
"26",1993,"Series",12.3058325416788
"27",1994,"Series",12.8722136467907
"28",1995,"Series",13.53753817516
"29",1996,"Series",12.157210575612
"30",1997,"Series",12.9179586231057
"31",1998,"Series",12.6167055499308
"32",1999,"Series",13.6815915646401
"33",2000,"Series",13.2894532308718
"34",2001,"Series",13.2705210592628
"35",2002,"Series",14.0574893991046
"36",2003,"Series",13.2364497070839
"37",2004,"Series",12.8374963154936
"38",2005,"Series",13.6817242291174
"39",2006,"Series",13.6638691389855
"40",2007,"Series",13.5429035706052
"41",2008,"Series",13.2844272114321
"42",2009,"Series",13.3667159737058
"43",2010,"Series",13.6418559915791
"44",2011,"Series",13.9394821015433
"45",2012,"Series",15.0912532396397
"46",2013,"Series",13.7840762549268
"47",2014,"Series",14.7276595864974
"48",2015,"Series",14.232518122057
"49",2016,"Series",14.8140489528523
"50",2017,"Series",15.149193607433
"51",2018,"Series",14.801555224765
"52",2019,"Series",14.4302705898603
"53",1968,"Trend",12.7128879980703
"54",1969,"Trend",12.7406513267801
"55",1970,"Trend",12.7684146554899
"56",1971,"Trend",12.7961779841998
"57",1972,"Trend",12.8239413129096
"58",1973,"Trend",12.8517046416195
"59",1974,"Trend",12.8794679703293
"60",1975,"Trend",12.9072312990391
"61",1976,"Trend",12.934994627749
"62",1977,"Trend",12.9627579564588
"63",1978,"Trend",12.9905212851687
"64",1979,"Trend",13.0182846138785
"65",1980,"Trend",13.0460479425883
"66",1981,"Trend",13.0738112712982
"67",1982,"Trend",13.101574600008
"68",1983,"Trend",13.1293379287179
"69",1984,"Trend",13.1571012574277
"70",1985,"Trend",13.1848645861375
"71",1986,"Trend",13.2126279148474
"72",1987,"Trend",13.2403912435572
"73",1988,"Trend",13.2681545722671
"74",1989,"Trend",13.2959179009769
"75",1990,"Trend",13.3236812296867
"76",1991,"Trend",13.3514445583966
"77",1992,"Trend",13.3792078871064
"78",1993,"Trend",13.4069712158162
"79",1994,"Trend",13.4347345445261
"80",1995,"Trend",13.4624978732359
"81",1996,"Trend",13.4902612019458
"82",1997,"Trend",13.5180245306556
"83",1998,"Trend",13.5457878593654
"84",1999,"Trend",13.5735511880753
"85",2000,"Trend",13.6013145167851
"86",2001,"Trend",13.629077845495
"87",2002,"Trend",13.6568411742048
"88",2003,"Trend",13.6846045029146
"89",2004,"Trend",13.7123678316245
"90",2005,"Trend",13.7401311603343
"91",2006,"Trend",13.7678944890442
"92",2007,"Trend",13.795657817754
"93",2008,"Trend",13.8234211464638
"94",2009,"Trend",13.8511844751737
"95",2010,"Trend",13.8789478038835
"96",2011,"Trend",13.9067111325934
"97",2012,"Trend",13.9344744613032
"98",2013,"Trend",13.962237790013
"99",2014,"Trend",13.9900011187229
"100",2015,"Trend",14.0177644474327
"101",2016,"Trend",14.0455277761426
"102",2017,"Trend",14.0732911048524
"103",2018,"Trend",14.1010544335622
"104",2019,"Trend",14.1288177622721
"105",1968,"Regime mean",13.1575901213895
"106",1969,"Regime mean",13.1575901213895
"107",1970,"Regime mean",13.1575901213895
"108",1971,"Regime mean",13.1575901213895
"109",1972,"Regime mean",13.1575901213895
"110",1973,"Regime mean",13.1575901213895
"111",1974,"Regime mean",13.1575901213895
"112",1975,"Regime mean",13.1575901213895
"113",1976,"Regime mean",13.1575901213895
"114",1977,"Regime mean",13.1575901213895
"115",1978,"Regime mean",13.1575901213895
"116",1979,"Regime mean",13.1575901213895
"117",1980,"Regime mean",13.1575901213895
"118",1981,"Regime mean",13.1575901213895
"119",1982,"Regime mean",13.1575901213895
"120",1983,"Regime mean",13.1575901213895
"121",1984,"Regime mean",13.1575901213895
