"","Time","Acartia spp.","Calanus finmarchicus","Centropages hamatus","Centropages typicus","Metridia lucens","Oithona spp.","Pseudocalanus spp.","Temora longicornis"
"1",1977,0.920398800179706,4.28882874706004,0.859960223581025,4.40686422315116,3.05782263853143,0.578364257895638,3.1407909567291,0.9054771467212
"2",1978,1.28478924626871,3.88224198248042,1.09994222660872,4.22571783723322,2.92996504539968,1.00378759656167,3.6319563245814,0.621165910422237
"3",1979,1.09618565376625,3.73298079309746,0.669153434087791,3.92992072093249,4.15492624535303,2.00199384009737,2.66668324817193,0.832253080924691
"4",1980,1.21596949596448,3.71828156922893,0,4.14693045667462,3.63023465605467,1.14956347689077,2.55329903806041,0.964944827701582
"5",1981,1.39121557602237,2.63501430665127,0.54268642849469,4.08271705536631,2.96965328125485,1.39971159056191,2.36963577594883,0.808517064720477
"6",1982,1.03484102168271,3.00498956102341,0.423424998959177,3.68306893333333,3.08607265881833,1.95803364875315,2.88194515410403,0.854432169815244
"7",1983,0.949526361365807,3.48418552750207,0.250919755234812,3.3619161275029,2.02733410614319,0.962817564189889,2.22671243239087,0.639770856518848
"8",1984,1.13811472471033,3.60808344376943,0.712322227057422,3.72651370360025,2.39159986985585,0.31028454066678,2.0931493310751,0.860258480217181
"9",1985,1.54535286754925,3.80881616951536,0.735336206634959,3.4139697793334,1.93591939783886,0.618862661557287,2.23696658575391,0.579853016240071
"10",1986,1.50493591825459,4.0521930680427,0.821492919597919,3.80258514190215,2.72580021164701,1.39399711483854,3.20682950828772,1.12896151417777
"11",1987,1.43784252698652,4.06532589128582,0.749112971914396,3.80725350631791,2.67625443802875,0.967370942364253,3.27225921245538,0.800264286573434
"12",1988,2.31313266581336,4.13706618700266,0.982256812420991,4.05550295987547,2.2847343810553,0.576375303315847,3.01903108029736,0.32573318275489
"13",1989,NA,NA,NA,NA,NA,NA,NA,NA
"14",1990,NA,NA,NA,NA,NA,NA,NA,NA
"15",1991,1.45103090776869,3.73829323572199,0.900069840789448,4.3290028022471,3.25765650646874,2.91985554927384,3.19934849375721,1.5356955063639
"16",1992,NA,NA,NA,NA,NA,NA,NA,NA
"17",1993,1.41765817737731,3.68594303633956,0.944229022605014,4.33145003655268,3.84505067587826,3.36471432090209,2.98040064642854,2.01231903166445
"18",1994,1.03902723673341,3.84517407048843,0.42384402595566,4.17428572984931,3.20253388227442,3.04543268899616,2.08533092556815,1.05893249544087
"19",1995,0.878375523830663,3.59574746080394,0.870064176401511,4.2578076395887,3.12103573690501,1.96543604816559,2.53807700351285,0.925350523701624
"20",1996,0,3.45114551628081,0.611912422175543,4.68750164303219,3.35224173936132,2.85971066027798,2.81874668192509,1.88462627158465
"21",1997,0,3.89079324085337,0.780378442143496,4.53083240064574,2.97178179598065,3.03097593399621,2.95841996408102,1.81658890478409
"22",1998,0.950577049840795,3.43673081455265,0.728239918217077,4.40537401804799,3.89005267946997,3.46485435944927,3.15970416693686,2.53373411946429
"23",1999,0.934415233526831,3.84260166195603,0.684917479253915,4.40289222968317,3.43901370421545,3.33747062887774,2.48534395085161,0
"24",2000,0.908594442902727,3.05381212974493,0.626694777463985,4.57960931847969,3.45207855996543,3.63872906386699,2.53917864586318,1.2705660052244
"25",2001,0.671142999760424,4.29210638840351,0.512189943845684,3.38586746445574,3.24881531133444,2.71978920693337,2.59983571764373,0.790207132407208
"26",2002,1.095984665205,3.77556003662096,0.538434811761575,3.82916970957622,2.61547314985586,1.78024735586579,1.84453630798204,0
"27",2003,0.665511152044251,4.18606807608341,0.645235422498371,3.27365703118556,2.41918638971256,1.39948787228514,2.68914645107327,0.746029659807642
"28",2004,0.530214518590428,4.1247913103158,0.507241529172074,1.92943181057316,2.59837641181406,1.84775074444944,2.35394617989965,0
"29",2005,0.593967698578223,3.77705818774063,0.660415703941077,2.14379054756356,2.75166847809366,1.44653478631637,2.29563604294567,0
"30",2006,0.746229354975785,3.78983810659525,0,3.56019717123658,2.79164352928457,2.50606434004499,2.28702240891846,0.655295024606738
"31",2007,0.495624580729589,4.10299135173049,0.588418719433186,3.05254569888514,2.76594262106015,1.65416311878783,1.83801964674481,0.599769910063935
"32",2008,0.746583915558983,3.92822183879619,0.801121842894984,3.74450029919972,2.80490656830291,1.6097668800907,2.31927069662841,0.917014753560327
"33",2009,0.895570802409267,3.35792038854045,0.848659834226506,3.78923241706982,2.77090490070837,2.08435107084197,2.52133001941405,0
"34",2010,0.301336349770009,3.52608474635211,0.402696831268768,3.75102409173324,2.68404832499128,2.35205903817476,2.46968853323244,0
"35",2011,0.853801332125498,3.42398644667507,0.0196078238701428,3.89309591954934,2.48776215733308,2.11620499751698,2.41827882760698,0
"36",2012,0.914262770728215,3.46644229114405,0,4.37134493928393,2.96462832002554,3.20295447797085,1.52115035954418,1.60396762904816
"37",2013,0.786134425108771,3.60471848862529,0.637645875348818,4.06617616503225,3.11227075300105,3.30347736703408,2.70788824481442,1.33286082324228
"38",2014,0.923603580712276,3.28564140533442,0,3.73858123093716,3.4249058807386,3.1958052606758,1.73677853033233,0.968883297165022
"39",2015,1.13631240681577,3.3297114503457,0.539905839978815,4.51274290865471,3.38089270161849,3.39348584324109,2.37786328740097,1.70512239293234
"40",2016,0.922948877621611,3.40128028300969,0.596874263434014,4.08161171620441,2.89059380061145,3.15749225508065,1.57387983950174,0.838106921344909
"41",2017,0.776343005041963,3.12831152829436,0.825049444720276,4.07937554764863,3.39403205907266,3.2736039101113,1.78693876041957,1.16547706584271
