"","Time","Spring"
"1",1977,0.556064814814821
"2",1978,0.56872354497355
"3",1979,0.562380952380955
"4",1980,0.544120370370372
"5",1981,0.54238095238096
"6",1982,0.550125661375666
"7",1984,0.524166666666668
"8",1985,0.546779100529101
"9",1986,0.522982804232802
"10",1987,0.502255291005292
"11",1988,0.50116402116402
"12",1989,0.511210317460316
"13",1990,0.538234126984132
"14",1992,0.501832010582009
"15",1993,0.495072751322748
"16",1994,0.497956349206352
"17",1996,0.521064814814812
"18",1998,0.530562169312172
"19",1999,0.510019841269841
"20",2000,0.522453703703706
"21",2001,0.531435185185187
"22",2002,0.588981481481485
"23",2003,0.581137566137568
"24",2005,0.589212962962964
"25",2006,0.599034391534392
"26",2007,0.593650793650794
"27",2008,0.623994708994713
"28",2009,0.626415343915348
"29",2010,0.638029100529106
"30",2011,0.646104497354497
"31",2012,0.655820105820104
"32",2013,0.651633597883598
"33",2014,0.635654761904764
"34",2015,0.613465608465609
"35",2016,0.618333333333331
"36",2017,0.599953703703706
"37",2018,0.597480158730163
