season_,sixcode,stock_area,strata,SVSPP,COMNAME
fall,atlmac,unit,1360,121,ATLANTIC MACKEREL
fall,atlmac,unit,1370,121,ATLANTIC MACKEREL
fall,atlmac,unit,1380,121,ATLANTIC MACKEREL
fall,atlmac,unit,1390,121,ATLANTIC MACKEREL
fall,atlmac,unit,1400,121,ATLANTIC MACKEREL
fall,atlmac,unit,1650,121,ATLANTIC MACKEREL
fall,atlmac,unit,1700,121,ATLANTIC MACKEREL
fall,atlmac,unit,1710,121,ATLANTIC MACKEREL
fall,atlmac,unit,1730,121,ATLANTIC MACKEREL
fall,atlmac,unit,1750,121,ATLANTIC MACKEREL
spring,atlmac,unit,1010,121,ATLANTIC MACKEREL
spring,atlmac,unit,1020,121,ATLANTIC MACKEREL
spring,atlmac,unit,1030,121,ATLANTIC MACKEREL
spring,atlmac,unit,1040,121,ATLANTIC MACKEREL
spring,atlmac,unit,1050,121,ATLANTIC MACKEREL
spring,atlmac,unit,1060,121,ATLANTIC MACKEREL
spring,atlmac,unit,1070,121,ATLANTIC MACKEREL
spring,atlmac,unit,1080,121,ATLANTIC MACKEREL
spring,atlmac,unit,1090,121,ATLANTIC MACKEREL
spring,atlmac,unit,1100,121,ATLANTIC MACKEREL
spring,atlmac,unit,1110,121,ATLANTIC MACKEREL
spring,atlmac,unit,1120,121,ATLANTIC MACKEREL
spring,atlmac,unit,1130,121,ATLANTIC MACKEREL
spring,atlmac,unit,1140,121,ATLANTIC MACKEREL
spring,atlmac,unit,1150,121,ATLANTIC MACKEREL
spring,atlmac,unit,1160,121,ATLANTIC MACKEREL
spring,atlmac,unit,1170,121,ATLANTIC MACKEREL
spring,atlmac,unit,1180,121,ATLANTIC MACKEREL
spring,atlmac,unit,1190,121,ATLANTIC MACKEREL
spring,atlmac,unit,1200,121,ATLANTIC MACKEREL
spring,atlmac,unit,1210,121,ATLANTIC MACKEREL
spring,atlmac,unit,1220,121,ATLANTIC MACKEREL
spring,atlmac,unit,1230,121,ATLANTIC MACKEREL
spring,atlmac,unit,1240,121,ATLANTIC MACKEREL
spring,atlmac,unit,1250,121,ATLANTIC MACKEREL
spring,atlmac,unit,1260,121,ATLANTIC MACKEREL
spring,atlmac,unit,1270,121,ATLANTIC MACKEREL
spring,atlmac,unit,1280,121,ATLANTIC MACKEREL
spring,atlmac,unit,1290,121,ATLANTIC MACKEREL
spring,atlmac,unit,1300,121,ATLANTIC MACKEREL
spring,atlmac,unit,1340,121,ATLANTIC MACKEREL
spring,atlmac,unit,1351,121,ATLANTIC MACKEREL
spring,atlmac,unit,1360,121,ATLANTIC MACKEREL
spring,atlmac,unit,1370,121,ATLANTIC MACKEREL
spring,atlmac,unit,1380,121,ATLANTIC MACKEREL
spring,atlmac,unit,1390,121,ATLANTIC MACKEREL
spring,atlmac,unit,1400,121,ATLANTIC MACKEREL
spring,atlmac,unit,1610,121,ATLANTIC MACKEREL
spring,atlmac,unit,1620,121,ATLANTIC MACKEREL
spring,atlmac,unit,1630,121,ATLANTIC MACKEREL
spring,atlmac,unit,1640,121,ATLANTIC MACKEREL
spring,atlmac,unit,1650,121,ATLANTIC MACKEREL
spring,atlmac,unit,1660,121,ATLANTIC MACKEREL
spring,atlmac,unit,1670,121,ATLANTIC MACKEREL
spring,atlmac,unit,1680,121,ATLANTIC MACKEREL
spring,atlmac,unit,1690,121,ATLANTIC MACKEREL
spring,atlmac,unit,1700,121,ATLANTIC MACKEREL
spring,atlmac,unit,1710,121,ATLANTIC MACKEREL
spring,atlmac,unit,1720,121,ATLANTIC MACKEREL
spring,atlmac,unit,1730,121,ATLANTIC MACKEREL
spring,atlmac,unit,1740,121,ATLANTIC MACKEREL
spring,atlmac,unit,1750,121,ATLANTIC MACKEREL
spring,atlmac,unit,1760,121,ATLANTIC MACKEREL
fall,atlwol,unit,1090,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1100,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1110,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1120,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1130,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1140,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1150,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1190,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1200,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1230,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1240,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1250,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1260,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1270,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1280,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1370,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1380,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1390,192,ATLANTIC WOLFFISH
fall,atlwol,unit,1400,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1090,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1100,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1110,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1120,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1130,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1140,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1150,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1190,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1200,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1230,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1240,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1250,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1260,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1270,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1280,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1370,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1380,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1390,192,ATLANTIC WOLFFISH
spring,atlwol,unit,1400,192,ATLANTIC WOLFFISH
fall,barska,unit,1010,22,BARNDOOR SKATE
fall,barska,unit,1020,22,BARNDOOR SKATE
fall,barska,unit,1030,22,BARNDOOR SKATE
fall,barska,unit,1040,22,BARNDOOR SKATE
fall,barska,unit,1050,22,BARNDOOR SKATE
fall,barska,unit,1060,22,BARNDOOR SKATE
fall,barska,unit,1070,22,BARNDOOR SKATE
fall,barska,unit,1080,22,BARNDOOR SKATE
fall,barska,unit,1090,22,BARNDOOR SKATE
fall,barska,unit,1100,22,BARNDOOR SKATE
fall,barska,unit,1110,22,BARNDOOR SKATE
fall,barska,unit,1120,22,BARNDOOR SKATE
fall,barska,unit,1130,22,BARNDOOR SKATE
fall,barska,unit,1140,22,BARNDOOR SKATE
fall,barska,unit,1150,22,BARNDOOR SKATE
fall,barska,unit,1160,22,BARNDOOR SKATE
fall,barska,unit,1170,22,BARNDOOR SKATE
fall,barska,unit,1180,22,BARNDOOR SKATE
fall,barska,unit,1190,22,BARNDOOR SKATE
fall,barska,unit,1200,22,BARNDOOR SKATE
fall,barska,unit,1210,22,BARNDOOR SKATE
fall,barska,unit,1220,22,BARNDOOR SKATE
fall,barska,unit,1230,22,BARNDOOR SKATE
fall,barska,unit,1240,22,BARNDOOR SKATE
fall,barska,unit,1250,22,BARNDOOR SKATE
fall,barska,unit,1260,22,BARNDOOR SKATE
fall,barska,unit,1270,22,BARNDOOR SKATE
fall,barska,unit,1280,22,BARNDOOR SKATE
fall,barska,unit,1290,22,BARNDOOR SKATE
fall,barska,unit,1300,22,BARNDOOR SKATE
fall,barska,unit,1340,22,BARNDOOR SKATE
fall,barska,unit,1350,22,BARNDOOR SKATE
fall,barska,unit,1351,22,BARNDOOR SKATE
fall,barska,unit,1360,22,BARNDOOR SKATE
fall,barska,unit,1370,22,BARNDOOR SKATE
fall,barska,unit,1380,22,BARNDOOR SKATE
fall,barska,unit,1390,22,BARNDOOR SKATE
fall,barska,unit,1400,22,BARNDOOR SKATE
spring,blabas,unit,1010,141,BLACK SEA BASS
spring,blabas,unit,1020,141,BLACK SEA BASS
spring,blabas,unit,1030,141,BLACK SEA BASS
spring,blabas,unit,1040,141,BLACK SEA BASS
spring,blabas,unit,1050,141,BLACK SEA BASS
spring,blabas,unit,1060,141,BLACK SEA BASS
spring,blabas,unit,1070,141,BLACK SEA BASS
spring,blabas,unit,1080,141,BLACK SEA BASS
spring,blabas,unit,1090,141,BLACK SEA BASS
spring,blabas,unit,1100,141,BLACK SEA BASS
spring,blabas,unit,1110,141,BLACK SEA BASS
spring,blabas,unit,1120,141,BLACK SEA BASS
spring,blabas,unit,1250,141,BLACK SEA BASS
spring,blabas,unit,1610,141,BLACK SEA BASS
spring,blabas,unit,1620,141,BLACK SEA BASS
spring,blabas,unit,1630,141,BLACK SEA BASS
spring,blabas,unit,1640,141,BLACK SEA BASS
spring,blabas,unit,1650,141,BLACK SEA BASS
spring,blabas,unit,1660,141,BLACK SEA BASS
spring,blabas,unit,1670,141,BLACK SEA BASS
spring,blabas,unit,1680,141,BLACK SEA BASS
spring,blabas,unit,1690,141,BLACK SEA BASS
spring,blabas,unit,1700,141,BLACK SEA BASS
spring,blabas,unit,1710,141,BLACK SEA BASS
spring,blabas,unit,1720,141,BLACK SEA BASS
spring,blabas,unit,1730,141,BLACK SEA BASS
spring,blabas,unit,1740,141,BLACK SEA BASS
spring,blabas,unit,1750,141,BLACK SEA BASS
spring,blabas,unit,1760,141,BLACK SEA BASS
winter,blabas,unit,1010,141,BLACK SEA BASS
winter,blabas,unit,1020,141,BLACK SEA BASS
winter,blabas,unit,1030,141,BLACK SEA BASS
winter,blabas,unit,1040,141,BLACK SEA BASS
winter,blabas,unit,1050,141,BLACK SEA BASS
winter,blabas,unit,1060,141,BLACK SEA BASS
winter,blabas,unit,1070,141,BLACK SEA BASS
winter,blabas,unit,1100,141,BLACK SEA BASS
winter,blabas,unit,1110,141,BLACK SEA BASS
winter,blabas,unit,1140,141,BLACK SEA BASS
winter,blabas,unit,1220,141,BLACK SEA BASS
winter,blabas,unit,1610,141,BLACK SEA BASS
winter,blabas,unit,1620,141,BLACK SEA BASS
winter,blabas,unit,1630,141,BLACK SEA BASS
winter,blabas,unit,1640,141,BLACK SEA BASS
winter,blabas,unit,1650,141,BLACK SEA BASS
winter,blabas,unit,1660,141,BLACK SEA BASS
winter,blabas,unit,1670,141,BLACK SEA BASS
winter,blabas,unit,1680,141,BLACK SEA BASS
winter,blabas,unit,1690,141,BLACK SEA BASS
winter,blabas,unit,1700,141,BLACK SEA BASS
winter,blabas,unit,1710,141,BLACK SEA BASS
winter,blabas,unit,1720,141,BLACK SEA BASS
winter,blabas,unit,1730,141,BLACK SEA BASS
winter,blabas,unit,1740,141,BLACK SEA BASS
winter,blabas,unit,1750,141,BLACK SEA BASS
winter,blabas,unit,1760,141,BLACK SEA BASS
winter,blabas,unit,3020,141,BLACK SEA BASS
winter,blabas,unit,3030,141,BLACK SEA BASS
winter,blabas,unit,3040,141,BLACK SEA BASS
winter,blabas,unit,3050,141,BLACK SEA BASS
winter,blabas,unit,3060,141,BLACK SEA BASS
winter,blabas,unit,3070,141,BLACK SEA BASS
winter,blabas,unit,3080,141,BLACK SEA BASS
winter,blabas,unit,3090,141,BLACK SEA BASS
winter,blabas,unit,3100,141,BLACK SEA BASS
winter,blabas,unit,3110,141,BLACK SEA BASS
winter,blabas,unit,3120,141,BLACK SEA BASS
winter,blabas,unit,3130,141,BLACK SEA BASS
winter,blabas,unit,3140,141,BLACK SEA BASS
winter,blabas,unit,3150,141,BLACK SEA BASS
winter,blabas,unit,3160,141,BLACK SEA BASS
winter,blabas,unit,3170,141,BLACK SEA BASS
winter,blabas,unit,3180,141,BLACK SEA BASS
winter,blabas,unit,3190,141,BLACK SEA BASS
winter,blabas,unit,3200,141,BLACK SEA BASS
winter,blabas,unit,3210,141,BLACK SEA BASS
winter,blabas,unit,3220,141,BLACK SEA BASS
winter,blabas,unit,3230,141,BLACK SEA BASS
winter,blabas,unit,3240,141,BLACK SEA BASS
winter,blabas,unit,3250,141,BLACK SEA BASS
winter,blabas,unit,3260,141,BLACK SEA BASS
winter,blabas,unit,3270,141,BLACK SEA BASS
winter,blabas,unit,3280,141,BLACK SEA BASS
winter,blabas,unit,3290,141,BLACK SEA BASS
winter,blabas,unit,3300,141,BLACK SEA BASS
winter,blabas,unit,3310,141,BLACK SEA BASS
winter,blabas,unit,3320,141,BLACK SEA BASS
winter,blabas,unit,3330,141,BLACK SEA BASS
winter,blabas,unit,3340,141,BLACK SEA BASS
winter,blabas,unit,3350,141,BLACK SEA BASS
winter,blabas,unit,3360,141,BLACK SEA BASS
winter,blabas,unit,3370,141,BLACK SEA BASS
winter,blabas,unit,3380,141,BLACK SEA BASS
winter,blabas,unit,3390,141,BLACK SEA BASS
winter,blabas,unit,3400,141,BLACK SEA BASS
winter,blabas,unit,3410,141,BLACK SEA BASS
winter,blabas,unit,3420,141,BLACK SEA BASS
winter,blabas,unit,3430,141,BLACK SEA BASS
winter,blabas,unit,3440,141,BLACK SEA BASS
winter,blabas,unit,3450,141,BLACK SEA BASS
winter,blabas,unit,3460,141,BLACK SEA BASS
fall,bluefi,unit,3020,135,BLUEFISH
fall,bluefi,unit,3050,135,BLUEFISH
fall,bluefi,unit,3080,135,BLUEFISH
fall,bluefi,unit,3110,135,BLUEFISH
fall,bluefi,unit,3140,135,BLUEFISH
fall,bluefi,unit,3170,135,BLUEFISH
fall,bluefi,unit,3200,135,BLUEFISH
fall,bluefi,unit,3230,135,BLUEFISH
fall,bluefi,unit,3260,135,BLUEFISH
fall,bluefi,unit,3290,135,BLUEFISH
fall,bluefi,unit,3320,135,BLUEFISH
fall,bluefi,unit,3350,135,BLUEFISH
fall,bluefi,unit,3380,135,BLUEFISH
fall,bluefi,unit,3410,135,BLUEFISH
fall,bluefi,unit,3440,135,BLUEFISH
fall,bluefi,unit,3450,135,BLUEFISH
fall,bluefi,unit,3460,135,BLUEFISH
fall,bluher,unit,1010,34,BLUEBACK HERRING
fall,bluher,unit,1020,34,BLUEBACK HERRING
fall,bluher,unit,1030,34,BLUEBACK HERRING
fall,bluher,unit,1040,34,BLUEBACK HERRING
fall,bluher,unit,1050,34,BLUEBACK HERRING
fall,bluher,unit,1060,34,BLUEBACK HERRING
fall,bluher,unit,1070,34,BLUEBACK HERRING
fall,bluher,unit,1080,34,BLUEBACK HERRING
fall,bluher,unit,1090,34,BLUEBACK HERRING
fall,bluher,unit,1100,34,BLUEBACK HERRING
fall,bluher,unit,1110,34,BLUEBACK HERRING
fall,bluher,unit,1120,34,BLUEBACK HERRING
fall,bluher,unit,1130,34,BLUEBACK HERRING
fall,bluher,unit,1140,34,BLUEBACK HERRING
fall,bluher,unit,1150,34,BLUEBACK HERRING
fall,bluher,unit,1160,34,BLUEBACK HERRING
fall,bluher,unit,1170,34,BLUEBACK HERRING
fall,bluher,unit,1180,34,BLUEBACK HERRING
fall,bluher,unit,1190,34,BLUEBACK HERRING
fall,bluher,unit,1200,34,BLUEBACK HERRING
fall,bluher,unit,1210,34,BLUEBACK HERRING
fall,bluher,unit,1220,34,BLUEBACK HERRING
fall,bluher,unit,1230,34,BLUEBACK HERRING
fall,bluher,unit,1240,34,BLUEBACK HERRING
fall,bluher,unit,1250,34,BLUEBACK HERRING
fall,bluher,unit,1260,34,BLUEBACK HERRING
fall,bluher,unit,1270,34,BLUEBACK HERRING
fall,bluher,unit,1280,34,BLUEBACK HERRING
fall,bluher,unit,1290,34,BLUEBACK HERRING
fall,bluher,unit,1300,34,BLUEBACK HERRING
fall,bluher,unit,1340,34,BLUEBACK HERRING
fall,bluher,unit,1351,34,BLUEBACK HERRING
fall,bluher,unit,1352,34,BLUEBACK HERRING
fall,bluher,unit,1360,34,BLUEBACK HERRING
fall,bluher,unit,1370,34,BLUEBACK HERRING
fall,bluher,unit,1380,34,BLUEBACK HERRING
fall,bluher,unit,1390,34,BLUEBACK HERRING
fall,bluher,unit,1400,34,BLUEBACK HERRING
fall,bluher,unit,1610,34,BLUEBACK HERRING
fall,bluher,unit,1620,34,BLUEBACK HERRING
fall,bluher,unit,1630,34,BLUEBACK HERRING
fall,bluher,unit,1640,34,BLUEBACK HERRING
fall,bluher,unit,1650,34,BLUEBACK HERRING
fall,bluher,unit,1660,34,BLUEBACK HERRING
fall,bluher,unit,1670,34,BLUEBACK HERRING
fall,bluher,unit,1680,34,BLUEBACK HERRING
fall,bluher,unit,1690,34,BLUEBACK HERRING
fall,bluher,unit,1700,34,BLUEBACK HERRING
fall,bluher,unit,1710,34,BLUEBACK HERRING
fall,bluher,unit,1720,34,BLUEBACK HERRING
fall,bluher,unit,1730,34,BLUEBACK HERRING
fall,bluher,unit,1740,34,BLUEBACK HERRING
fall,bluher,unit,1750,34,BLUEBACK HERRING
fall,bluher,unit,1760,34,BLUEBACK HERRING
fall,bluher,unit,3020,34,BLUEBACK HERRING
fall,bluher,unit,3050,34,BLUEBACK HERRING
fall,bluher,unit,3080,34,BLUEBACK HERRING
fall,bluher,unit,3110,34,BLUEBACK HERRING
fall,bluher,unit,3140,34,BLUEBACK HERRING
fall,bluher,unit,3170,34,BLUEBACK HERRING
fall,bluher,unit,3200,34,BLUEBACK HERRING
fall,bluher,unit,3230,34,BLUEBACK HERRING
fall,bluher,unit,3260,34,BLUEBACK HERRING
fall,bluher,unit,3290,34,BLUEBACK HERRING
fall,bluher,unit,3320,34,BLUEBACK HERRING
fall,bluher,unit,3350,34,BLUEBACK HERRING
fall,bluher,unit,3380,34,BLUEBACK HERRING
fall,bluher,unit,3410,34,BLUEBACK HERRING
fall,bluher,unit,3440,34,BLUEBACK HERRING
fall,bluher,unit,3450,34,BLUEBACK HERRING
fall,bluher,unit,3460,34,BLUEBACK HERRING
fall,bluher,unit,3470,34,BLUEBACK HERRING
fall,bluher,unit,3480,34,BLUEBACK HERRING
fall,bluher,unit,3490,34,BLUEBACK HERRING
fall,bluher,unit,3500,34,BLUEBACK HERRING
fall,bluher,unit,3510,34,BLUEBACK HERRING
fall,bluher,unit,3530,34,BLUEBACK HERRING
fall,bluher,unit,3540,34,BLUEBACK HERRING
fall,bluher,unit,3560,34,BLUEBACK HERRING
fall,bluher,unit,3570,34,BLUEBACK HERRING
fall,bluher,unit,3590,34,BLUEBACK HERRING
fall,bluher,unit,3600,34,BLUEBACK HERRING
fall,bluher,unit,3610,34,BLUEBACK HERRING
fall,bluher,unit,3620,34,BLUEBACK HERRING
fall,bluher,unit,3640,34,BLUEBACK HERRING
fall,bluher,unit,3650,34,BLUEBACK HERRING
fall,bluher,unit,3660,34,BLUEBACK HERRING
fall,bluher,unit,3670,34,BLUEBACK HERRING
fall,bluher,unit,3680,34,BLUEBACK HERRING
fall,bluher,unit,3690,34,BLUEBACK HERRING
fall,bluher,unit,3700,34,BLUEBACK HERRING
fall,bluher,unit,3710,34,BLUEBACK HERRING
fall,bluher,unit,3720,34,BLUEBACK HERRING
fall,bluher,unit,3730,34,BLUEBACK HERRING
fall,bluher,unit,3740,34,BLUEBACK HERRING
fall,bluher,unit,3750,34,BLUEBACK HERRING
fall,bluher,unit,3760,34,BLUEBACK HERRING
fall,bluher,unit,3770,34,BLUEBACK HERRING
fall,bluher,unit,3780,34,BLUEBACK HERRING
fall,bluher,unit,3790,34,BLUEBACK HERRING
fall,bluher,unit,3800,34,BLUEBACK HERRING
fall,bluher,unit,3810,34,BLUEBACK HERRING
fall,bluher,unit,3820,34,BLUEBACK HERRING
fall,bluher,unit,3830,34,BLUEBACK HERRING
fall,bluher,unit,3840,34,BLUEBACK HERRING
fall,bluher,unit,3850,34,BLUEBACK HERRING
fall,bluher,unit,3860,34,BLUEBACK HERRING
fall,bluher,unit,3870,34,BLUEBACK HERRING
fall,bluher,unit,3880,34,BLUEBACK HERRING
fall,bluher,unit,3910,34,BLUEBACK HERRING
fall,bluher,unit,3920,34,BLUEBACK HERRING
spring,bluher,unit,1010,34,BLUEBACK HERRING
spring,bluher,unit,1020,34,BLUEBACK HERRING
spring,bluher,unit,1030,34,BLUEBACK HERRING
spring,bluher,unit,1040,34,BLUEBACK HERRING
spring,bluher,unit,1050,34,BLUEBACK HERRING
spring,bluher,unit,1060,34,BLUEBACK HERRING
spring,bluher,unit,1070,34,BLUEBACK HERRING
spring,bluher,unit,1080,34,BLUEBACK HERRING
spring,bluher,unit,1090,34,BLUEBACK HERRING
spring,bluher,unit,1100,34,BLUEBACK HERRING
spring,bluher,unit,1110,34,BLUEBACK HERRING
spring,bluher,unit,1120,34,BLUEBACK HERRING
spring,bluher,unit,1130,34,BLUEBACK HERRING
spring,bluher,unit,1140,34,BLUEBACK HERRING
spring,bluher,unit,1150,34,BLUEBACK HERRING
spring,bluher,unit,1160,34,BLUEBACK HERRING
spring,bluher,unit,1170,34,BLUEBACK HERRING
spring,bluher,unit,1180,34,BLUEBACK HERRING
spring,bluher,unit,1190,34,BLUEBACK HERRING
spring,bluher,unit,1200,34,BLUEBACK HERRING
spring,bluher,unit,1210,34,BLUEBACK HERRING
spring,bluher,unit,1220,34,BLUEBACK HERRING
spring,bluher,unit,1230,34,BLUEBACK HERRING
spring,bluher,unit,1240,34,BLUEBACK HERRING
spring,bluher,unit,1250,34,BLUEBACK HERRING
spring,bluher,unit,1260,34,BLUEBACK HERRING
spring,bluher,unit,1270,34,BLUEBACK HERRING
spring,bluher,unit,1280,34,BLUEBACK HERRING
spring,bluher,unit,1290,34,BLUEBACK HERRING
spring,bluher,unit,1300,34,BLUEBACK HERRING
spring,bluher,unit,1340,34,BLUEBACK HERRING
spring,bluher,unit,1351,34,BLUEBACK HERRING
spring,bluher,unit,1352,34,BLUEBACK HERRING
spring,bluher,unit,1360,34,BLUEBACK HERRING
spring,bluher,unit,1370,34,BLUEBACK HERRING
spring,bluher,unit,1380,34,BLUEBACK HERRING
spring,bluher,unit,1390,34,BLUEBACK HERRING
spring,bluher,unit,1400,34,BLUEBACK HERRING
spring,bluher,unit,1610,34,BLUEBACK HERRING
spring,bluher,unit,1620,34,BLUEBACK HERRING
spring,bluher,unit,1630,34,BLUEBACK HERRING
spring,bluher,unit,1640,34,BLUEBACK HERRING
spring,bluher,unit,1650,34,BLUEBACK HERRING
spring,bluher,unit,1660,34,BLUEBACK HERRING
spring,bluher,unit,1670,34,BLUEBACK HERRING
spring,bluher,unit,1680,34,BLUEBACK HERRING
spring,bluher,unit,1690,34,BLUEBACK HERRING
spring,bluher,unit,1700,34,BLUEBACK HERRING
spring,bluher,unit,1710,34,BLUEBACK HERRING
spring,bluher,unit,1720,34,BLUEBACK HERRING
spring,bluher,unit,1730,34,BLUEBACK HERRING
spring,bluher,unit,1740,34,BLUEBACK HERRING
spring,bluher,unit,1750,34,BLUEBACK HERRING
spring,bluher,unit,1760,34,BLUEBACK HERRING
spring,bluher,unit,3020,34,BLUEBACK HERRING
spring,bluher,unit,3050,34,BLUEBACK HERRING
spring,bluher,unit,3080,34,BLUEBACK HERRING
spring,bluher,unit,3110,34,BLUEBACK HERRING
spring,bluher,unit,3140,34,BLUEBACK HERRING
spring,bluher,unit,3170,34,BLUEBACK HERRING
spring,bluher,unit,3200,34,BLUEBACK HERRING
spring,bluher,unit,3230,34,BLUEBACK HERRING
spring,bluher,unit,3260,34,BLUEBACK HERRING
spring,bluher,unit,3290,34,BLUEBACK HERRING
spring,bluher,unit,3320,34,BLUEBACK HERRING
spring,bluher,unit,3350,34,BLUEBACK HERRING
spring,bluher,unit,3380,34,BLUEBACK HERRING
spring,bluher,unit,3410,34,BLUEBACK HERRING
spring,bluher,unit,3440,34,BLUEBACK HERRING
spring,bluher,unit,3450,34,BLUEBACK HERRING
spring,bluher,unit,3460,34,BLUEBACK HERRING
spring,bluher,unit,3470,34,BLUEBACK HERRING
spring,bluher,unit,3480,34,BLUEBACK HERRING
spring,bluher,unit,3490,34,BLUEBACK HERRING
spring,bluher,unit,3500,34,BLUEBACK HERRING
spring,bluher,unit,3510,34,BLUEBACK HERRING
spring,bluher,unit,3530,34,BLUEBACK HERRING
spring,bluher,unit,3540,34,BLUEBACK HERRING
spring,bluher,unit,3560,34,BLUEBACK HERRING
spring,bluher,unit,3570,34,BLUEBACK HERRING
spring,bluher,unit,3590,34,BLUEBACK HERRING
spring,bluher,unit,3600,34,BLUEBACK HERRING
spring,bluher,unit,3610,34,BLUEBACK HERRING
spring,bluher,unit,3620,34,BLUEBACK HERRING
spring,bluher,unit,3640,34,BLUEBACK HERRING
spring,bluher,unit,3650,34,BLUEBACK HERRING
spring,bluher,unit,3660,34,BLUEBACK HERRING
spring,bluher,unit,3670,34,BLUEBACK HERRING
spring,bluher,unit,3680,34,BLUEBACK HERRING
spring,bluher,unit,3690,34,BLUEBACK HERRING
spring,bluher,unit,3700,34,BLUEBACK HERRING
spring,bluher,unit,3710,34,BLUEBACK HERRING
spring,bluher,unit,3720,34,BLUEBACK HERRING
spring,bluher,unit,3730,34,BLUEBACK HERRING
spring,bluher,unit,3740,34,BLUEBACK HERRING
spring,bluher,unit,3750,34,BLUEBACK HERRING
spring,bluher,unit,3760,34,BLUEBACK HERRING
spring,bluher,unit,3770,34,BLUEBACK HERRING
spring,bluher,unit,3780,34,BLUEBACK HERRING
spring,bluher,unit,3790,34,BLUEBACK HERRING
spring,bluher,unit,3800,34,BLUEBACK HERRING
spring,bluher,unit,3810,34,BLUEBACK HERRING
spring,bluher,unit,3820,34,BLUEBACK HERRING
spring,bluher,unit,3830,34,BLUEBACK HERRING
spring,bluher,unit,3840,34,BLUEBACK HERRING
spring,bluher,unit,3850,34,BLUEBACK HERRING
spring,bluher,unit,3860,34,BLUEBACK HERRING
spring,bluher,unit,3870,34,BLUEBACK HERRING
spring,bluher,unit,3880,34,BLUEBACK HERRING
spring,bluher,unit,3910,34,BLUEBACK HERRING
spring,bluher,unit,3920,34,BLUEBACK HERRING
fall,butter,unit,3,131,BUTTERFISH
fall,butter,unit,1010,131,BUTTERFISH
fall,butter,unit,1010,131,BUTTERFISH
fall,butter,unit,1020,131,BUTTERFISH
fall,butter,unit,1020,131,BUTTERFISH
fall,butter,unit,1030,131,BUTTERFISH
fall,butter,unit,1030,131,BUTTERFISH
fall,butter,unit,1040,131,BUTTERFISH
fall,butter,unit,1040,131,BUTTERFISH
fall,butter,unit,1050,131,BUTTERFISH
fall,butter,unit,1050,131,BUTTERFISH
fall,butter,unit,1060,131,BUTTERFISH
fall,butter,unit,1060,131,BUTTERFISH
fall,butter,unit,1070,131,BUTTERFISH
fall,butter,unit,1070,131,BUTTERFISH
fall,butter,unit,1080,131,BUTTERFISH
fall,butter,unit,1080,131,BUTTERFISH
fall,butter,unit,1090,131,BUTTERFISH
fall,butter,unit,1090,131,BUTTERFISH
fall,butter,unit,1100,131,BUTTERFISH
fall,butter,unit,1100,131,BUTTERFISH
fall,butter,unit,1110,131,BUTTERFISH
fall,butter,unit,1110,131,BUTTERFISH
fall,butter,unit,1120,131,BUTTERFISH
fall,butter,unit,1120,131,BUTTERFISH
fall,butter,unit,1130,131,BUTTERFISH
fall,butter,unit,1130,131,BUTTERFISH
fall,butter,unit,1140,131,BUTTERFISH
fall,butter,unit,1140,131,BUTTERFISH
fall,butter,unit,1160,131,BUTTERFISH
fall,butter,unit,1160,131,BUTTERFISH
fall,butter,unit,1190,131,BUTTERFISH
fall,butter,unit,1190,131,BUTTERFISH
fall,butter,unit,1200,131,BUTTERFISH
fall,butter,unit,1200,131,BUTTERFISH
fall,butter,unit,1230,131,BUTTERFISH
fall,butter,unit,1230,131,BUTTERFISH
fall,butter,unit,1250,131,BUTTERFISH
