"","Location","Y","M","D","DayStart","Date","Percent","Summary.Type","Mission","Mean","SE","n.pixels"
"1","GBKall",1963,10,11,66596,284,1,"normal","BT",10.6277818445169,1.90921252075992,794
"2","GBKall",1964,10,11,66596,285,1,"normal","BT",9.91143263952473,1.71358773545253,794
"3","GBKall",1965,10,11,66596,284,1,"normal","BT",10.8399390971492,2.15481532839436,794
"4","GBKall",1966,10,11,66596,284,1,"normal","BT",9.92974839664354,2.02969976141434,794
"5","GBKall",1967,10,11,66596,284,1,"normal","BT",10.2499017372253,1.85310485143046,794
"6","GBKall",1968,10,11,66596,285,1,"normal","BT",12.1850611391212,1.96174563310001,794
"7","GBKall",1969,10,11,66596,284,1,"normal","BT",11.9024280920271,2.13568367371923,794
"8","GBKall",1970,10,11,66596,284,1,"normal","BT",11.0218198804361,1.44622889666829,794
"9","GBKall",1971,10,11,66596,284,1,"normal","BT",12.1538241589513,2.29160186482736,794
"10","GBKall",1972,10,11,66596,285,1,"normal","BT",12.5108740646021,2.04869872886337,794
"11","GBKall",1973,10,11,66596,284,1,"normal","BT",13.0341684293074,2.09844125144143,794
"12","GBKall",1974,10,11,66596,284,1,"normal","BT",13.0290000901505,1.95398360496945,794
"13","GBKall",1975,10,11,66596,284,1,"normal","BT",11.9399006636202,1.89503953739296,794
"14","GBKall",1976,10,11,66596,285,1,"normal","BT",13.2921119415901,1.93191359515875,794
"15","GBKall",1977,10,11,66596,284,1,"normal","BT",12.92724991447,2.18011522093015,794
"16","GBKall",1978,10,11,66596,284,1,"normal","BT",11.6708563278473,2.19553342409734,794
"17","GBKall",1979,10,11,66596,284,1,"normal","BT",12.8709939329433,1.90733027357148,794
"18","GBKall",1980,10,11,66596,285,1,"normal","BT",13.0373025397519,2.2141581048246,794
"19","GBKall",1981,10,11,66596,284,1,"normal","BT",11.6751834667941,2.12633683881598,794
"20","GBKall",1982,10,11,66596,284,1,"normal","BT",12.152660098419,2.12253462510798,794
"21","GBKall",1983,10,11,66596,284,1,"normal","BT",12.0043502118093,2.28574087852534,794
"22","GBKall",1984,10,11,66596,285,1,"normal","BT",12.6046750615894,1.74663814470137,794
"23","GBKall",1985,10,11,66596,284,1,"normal","BT",13.8665827367384,1.87719977799454,794
"24","GBKall",1986,10,11,66596,284,1,"normal","BT",12.8393831848465,1.93691402943052,794
"25","GBKall",1987,10,11,66596,284,1,"normal","BT",11.2437738333007,1.86254516590632,794
"26","GBKall",1988,10,11,66596,285,1,"normal","BT",11.2907821681891,1.90322228121553,794
"27","GBKall",1989,10,11,66596,284,1,"normal","BT",11.9804825866511,2.58502132202551,794
"28","GBKall",1990,10,11,66596,284,1,"normal","BT",12.9386349088376,1.81076166010407,794
"29","GBKall",1991,10,11,66596,284,1,"normal","BT",12.4123897581297,2.25938314360034,794
"30","GBKall",1992,10,11,66596,285,1,"normal","BT",12.1017667725386,2.20817209565924,794
"31","GBKall",1993,10,11,66596,284,1,"normal","BT",12.1358638136273,2.31910186252806,794
"32","GBKall",1994,10,11,66596,284,1,"normal","BT",12.9538258279053,2.1105370959022,794
"33","GBKall",1995,10,11,66596,284,1,"normal","BT",13.9476148298817,2.78471455451387,794
"34","GBKall",1996,10,11,66596,285,1,"normal","BT",11.1055092673539,1.98961284591182,794
"35","GBKall",1997,10,11,66596,284,1,"normal","BT",12.7695255228482,2.45584746982871,794
"36","GBKall",1998,10,11,66596,284,1,"normal","BT",11.6607799496183,2.50212812376803,794
"37","GBKall",1999,10,11,66596,284,1,"normal","BT",14.176093475847,2.18435578159182,794
"38","GBKall",2000,10,11,66596,285,1,"normal","BT",12.4824929885355,2.20844461555356,794
"39","GBKall",2001,10,11,66596,284,1,"normal","BT",12.2511838462581,2.30705479140195,794
"40","GBKall",2002,10,11,66596,284,1,"normal","BT",13.4853543878038,2.33406086098318,794
"41","GBKall",2003,10,11,66596,284,1,"normal","BT",11.8262159710423,2.5015592242215,794
"42","GBKall",2004,10,11,66596,285,1,"normal","BT",11.5687012691474,2.57553193953634,794
"43","GBKall",2005,10,11,66596,284,1,"normal","BT",12.3367837348391,2.30079372269965,794
"44","GBKall",2006,10,11,66596,284,1,"normal","BT",12.7340507117781,2.39746600562048,794
"45","GBKall",2007,10,11,66596,284,1,"normal","BT",11.6499879577574,2.65982399974854,794
"46","GBKall",2008,10,11,66596,285,1,"normal","BT",13.2160690399786,1.85442056437227,794
"47","GBKall",2009,10,11,66596,284,1,"normal","BT",12.976473158,2.0045668400439,794
"48","GBKall",2010,10,11,66596,284,1,"normal","BT",13.183976660792,2.11604923185431,794
"49","GBKall",2011,10,11,66596,284,1,"normal","BT",13.4312746048143,2.4169407381596,794
"50","GBKall",2012,10,11,66596,285,1,"normal","BT",14.1080138315188,2.25344324459565,794
