"","Location","Y","M","D","DayStart","Date","Percent","Summary.Type","Mission","Mean","SE","n.pixels"
"1","SCS",1963,10,11,66596,284,1,"normal","BT",7.06927531975876,0.932348439964542,375
"2","SCS",1964,10,11,66596,285,1,"normal","BT",6.33835206852795,0.782258654197828,375
"3","SCS",1965,10,11,66596,284,1,"normal","BT",6.75908557935819,0.81738985406631,375
"4","SCS",1966,10,11,66596,284,1,"normal","BT",6.41974530021472,0.983961439570071,375
"5","SCS",1967,10,11,66596,284,1,"normal","BT",7.23354580015422,1.16494162626668,375
"6","SCS",1968,10,11,66596,285,1,"normal","BT",8.85568922906256,1.07718981015557,375
"7","SCS",1969,10,11,66596,284,1,"normal","BT",8.79329257607073,1.34688943529751,375
"8","SCS",1970,10,11,66596,284,1,"normal","BT",7.9222317645626,0.804463603251652,375
"9","SCS",1971,10,11,66596,284,1,"normal","BT",9.03449716362557,1.03113708736273,375
"10","SCS",1972,10,11,66596,285,1,"normal","BT",9.06851704524498,1.05149707724627,375
"11","SCS",1973,10,11,66596,284,1,"normal","BT",9.85347342760345,1.34336636437241,375
"12","SCS",1974,10,11,66596,284,1,"normal","BT",10.5169350046905,1.32282845505116,375
"13","SCS",1975,10,11,66596,284,1,"normal","BT",9.22317037324793,1.04623050636686,375
"14","SCS",1976,10,11,66596,285,1,"normal","BT",10.0411779357733,1.08776302365611,375
"15","SCS",1977,10,11,66596,284,1,"normal","BT",9.35380550839825,0.934356141507632,375
"16","SCS",1978,10,11,66596,284,1,"normal","BT",8.65207238899652,1.14680886187852,375
"17","SCS",1979,10,11,66596,284,1,"normal","BT",9.65913745651647,1.25654035803417,375
"18","SCS",1980,10,11,66596,285,1,"normal","BT",9.37973052178865,1.27791735162846,375
"19","SCS",1981,10,11,66596,284,1,"normal","BT",8.65069639930902,1.37472844692373,375
"20","SCS",1982,10,11,66596,284,1,"normal","BT",8.60735309108992,1.36499149271071,375
"21","SCS",1983,10,11,66596,284,1,"normal","BT",9.14438967670966,1.28652822085774,375
"22","SCS",1984,10,11,66596,285,1,"normal","BT",10.0767741618347,1.22512662060865,375
"23","SCS",1985,10,11,66596,284,1,"normal","BT",10.9206367458539,1.6275208485682,375
"24","SCS",1986,10,11,66596,284,1,"normal","BT",9.91473399376779,1.26095865582576,375
"25","SCS",1987,10,11,66596,284,1,"normal","BT",8.7468776150707,1.29809091557727,375
"26","SCS",1988,10,11,66596,285,1,"normal","BT",8.4257041340792,1.18149882535937,375
"27","SCS",1989,10,11,66596,284,1,"normal","BT",8.76809457401524,2.0061678948006,375
"28","SCS",1990,10,11,66596,284,1,"normal","BT",9.53747377136095,1.63742662781337,375
"29","SCS",1991,10,11,66596,284,1,"normal","BT",9.67665486946322,1.37596228101218,375
"30","SCS",1992,10,11,66596,285,1,"normal","BT",9.338965561923,1.17944192481476,375
"31","SCS",1993,10,11,66596,284,1,"normal","BT",9.03482300451673,1.60156222149644,375
"32","SCS",1994,10,11,66596,284,1,"normal","BT",9.93789766990623,1.1790209270199,375
"33","SCS",1995,10,11,66596,284,1,"normal","BT",9.61979131626655,1.80660878765603,375
"34","SCS",1996,10,11,66596,285,1,"normal","BT",8.64139342872453,1.05631645635337,375
"35","SCS",1997,10,11,66596,284,1,"normal","BT",9.37741338068297,1.41592356908599,375
"36","SCS",1998,10,11,66596,284,1,"normal","BT",8.16685408208157,1.41576616379177,375
"37","SCS",1999,10,11,66596,284,1,"normal","BT",10.6772549971634,1.34055960253444,375
"38","SCS",2000,10,11,66596,285,1,"normal","BT",9.70498182163728,1.25903496337738,375
"39","SCS",2001,10,11,66596,284,1,"normal","BT",9.33552571427122,1.18924672206375,375
"40","SCS",2002,10,11,66596,284,1,"normal","BT",10.3975166469601,1.52615297307613,375
"41","SCS",2003,10,11,66596,284,1,"normal","BT",9.33620220384193,1.21729469890303,375
"42","SCS",2004,10,11,66596,285,1,"normal","BT",8.40051955490691,1.43982274631545,375
"43","SCS",2005,10,11,66596,284,1,"normal","BT",9.27405240526603,1.34797609407016,375
"44","SCS",2006,10,11,66596,284,1,"normal","BT",10.1309349863579,1.44917683856212,375
"45","SCS",2007,10,11,66596,284,1,"normal","BT",8.35466599962103,1.26288514097283,375
"46","SCS",2008,10,11,66596,285,1,"normal","BT",10.4695118865718,1.56288095984732,375
"47","SCS",2009,10,11,66596,284,1,"normal","BT",10.3517803394515,1.55617237218717,375
"48","SCS",2010,10,11,66596,284,1,"normal","BT",10.347355475809,1.33340941708115,375
"49","SCS",2011,10,11,66596,284,1,"normal","BT",10.1633053698066,1.41840892939178,375
"50","SCS",2012,10,11,66596,285,1,"normal","BT",10.9545570376928,1.48544619482374,375
"51","SCS",2013,10,11,66596,284,1,"normal","BT",10.243812733635,1.05559463593243,375
"52","SCS",2014,10,11,66596,284,1,"normal","BT",11.1218046844572,1.62025334942917,375
"53","SCS",2015,10,11,66596,284,1,"normal","BT",10.3726544750943,1.2933369954068,375
"54","SCS",2016,10,11,66596,285,1,"normal","BT",11.3140928632706,1.55186404463217,375
"55","SCS",2017,10,11,66596,284,1,"normal","BT",10.8120782911018,1.22042211035272,375
"110","NES",1963,10,11,66596,284,1,"normal","BT",9.67009701818083,2.40299968408733,2440
"210","NES",1964,10,11,66596,285,1,"normal","BT",8.73308070462269,2.46731673501079,2440
"310","NES",1965,10,11,66596,284,1,"normal","BT",9.03734715493796,2.75403301845975,2440
"410","NES",1966,10,11,66596,284,1,"normal","BT",8.55817277286405,2.71780137259374,2440
"56","NES",1967,10,11,66596,284,1,"normal","BT",9.53407853953036,3.1345774141108,2440
"61","NES",1968,10,11,66596,285,1,"normal","BT",10.7258149802293,3.42363266649645,2440
"71","NES",1969,10,11,66596,284,1,"normal","BT",11.277188399458,3.09645502256583,2440
"81","NES",1970,10,11,66596,284,1,"normal","BT",9.97441453883672,2.23153890887656,2440
"91","NES",1971,10,11,66596,284,1,"normal","BT",11.0392997371006,3.10954887674864,2440
"101","NES",1972,10,11,66596,285,1,"normal","BT",11.7404881821755,3.2526527786558,2440
"111","NES",1973,10,11,66596,284,1,"normal","BT",12.0431285325417,3.38490827257082,2440
"121","NES",1974,10,11,66596,284,1,"normal","BT",12.2166813796487,3.3190431053532,2440
"131","NES",1975,10,11,66596,284,1,"normal","BT",11.3703467817318,3.28099954383802,2440
"141","NES",1976,10,11,66596,285,1,"normal","BT",12.1017583431901,3.31707685940808,2440
"151","NES",1977,10,11,66596,284,1,"normal","BT",11.623968466201,3.24162268486636,2440
"161","NES",1978,10,11,66596,284,1,"normal","BT",10.4134302315265,3.20690520721096,2440
"171","NES",1979,10,11,66596,284,1,"normal","BT",11.2578002865265,3.26518091884456,2440
