"","Time","Spring"
"1",1981,0.379470842332615
"2",1987,0.34183585313175
"3",1993,0.348617710583151
"4",1997,0.366317494600433
"5",1999,0.371177105831533
"6",2001,0.370118790496762
"7",2006,0.351555075593952
"8",2007,0.344082073434125
"9",2009,0.357991360691146
"10",2011,0.375647948164147
"11",2012,0.395269978401729
"12",2014,0.379708423326131
"13",2015,0.384956803455723
"14",2016,0.377764578833691
