"","Time","Var","Value"
"1",1997,"Series",1.63770381448196
"2",1998,"Series",1.38992096491482
"3",1999,"Series",1.74939970682563
"4",2000,"Series",2.02403892075365
"5",2002,"Series",2.03165896909273
"6",2003,"Series",1.40558344416126
"7",2004,"Series",1.34729397746676
"8",2005,"Series",1.43544184242024
"9",2006,"Series",1.64700016035084
"10",2007,"Series",1.89360303953265
"11",2008,"Series",1.52795479268757
"12",2011,"Series",1.18108240183537
"13",2012,"Series",2.02359506470713
"14",2013,"Series",1.4792030910248
"15",2014,"Series",2.08650571300396
"16",2015,"Series",1.79736242670957
"17",2016,"Series",1.16090639743411
"18",2017,"Series",1.01501505291656
"19",2018,"Series",1.11917037975277
"20",2019,"Series",1.4578189218331
"21",1997,"Regime mean",1.66608427062306
"22",1998,"Regime mean",1.66608427062306
"23",1999,"Regime mean",1.66608427062306
"24",2000,"Regime mean",1.66608427062306
"25",2002,"Regime mean",1.66608427062306
"26",2003,"Regime mean",1.66608427062306
"27",2004,"Regime mean",1.66608427062306
"28",2005,"Regime mean",1.66608427062306
"29",2006,"Regime mean",1.66608427062306
"30",2007,"Regime mean",1.66608427062306
"31",2008,"Regime mean",1.66608427062306
"32",2011,"Regime mean",1.66608427062306
"33",2012,"Regime mean",1.66608427062306
"34",2013,"Regime mean",1.66608427062306
"35",2014,"Regime mean",1.66608427062306
"36",2015,"Regime mean",1.66608427062306
"37",2016,"Regime mean",1.18822768798413
"38",2017,"Regime mean",1.18822768798413
"39",2018,"Regime mean",1.18822768798413
"40",2019,"Regime mean",1.18822768798413
