"","Time","Spring"
"1",1976,0.504730250481698
"2",1977,0.494084778420045
"3",1978,0.478092485559326
"4",1979,0.489161849710992
"5",1980,0.467601156070315
"6",1981,0.463776493256088
"7",1982,0.491541425818879
"8",1983,0.49552986512524
"9",1984,0.45386319845857
"10",1985,0.490953757225428
"11",1986,0.482283236994224
"12",1987,0.454961464354527
"13",1988,0.45228323699422
"14",1989,0.461329479768786
"15",1990,0.461290944122195
"16",1991,0.418554913294794
"17",1992,0.413487475915222
"18",1993,0.411194605009635
"19",1994,0.413150289017339
"20",1995,0.406050096339114
"21",1996,0.411156069364162
"22",1997,0.400115606936416
"23",1998,0.396637764932563
"24",1999,0.40854527938343
"25",2000,0.420616570327547
"26",2001,0.434547206165704
"27",2002,0.486811175337207
"28",2003,0.473516377649325
"29",2004,0.451416184971096
"30",2005,0.459739884393065
"31",2006,0.466464354527933
"32",2007,0.457167630057805
"33",2008,0.471522157996144
"34",2009,0.469431599229289
"35",2010,0.48170520231214
"36",2011,0.505279383429684
"37",2012,0.52158959537574
"38",2013,0.558053949903518
"39",2014,0.586175337186905
"40",2015,0.604971098265877
"41",2016,0.620317919075339
"42",2017,0.664922928708682
"43",2018,0.676628131011428
