"common_name","sci_name","cc_name","species_code","svspp","season","strat","stock"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3260","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3290","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3320","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3350","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3380","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3410","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3440","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3450","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3460","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3590","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3600","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3610","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3640","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3650","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1010","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1020","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1030","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1040","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1050","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1060","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1070","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1080","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1090","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1100","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1110","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1120","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1130","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1140","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1150","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1160","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1170","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1180","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1190","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1200","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1210","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1220","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1230","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1240","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1250","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1260","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1270","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1280","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1290","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1300","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1340","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1350","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1360","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1370","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1380","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1390","unit"
"smooth skate","Malacoraja senta","smooth-skate","smoska",27,"both","1400","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1010","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1020","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1030","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1040","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1050","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1060","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1070","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1080","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1090","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1100","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1110","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1120","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1130","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1140","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1150","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1160","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1170","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1180","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1190","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1200","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1210","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1220","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1230","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1240","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1250","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1260","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1270","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1280","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1290","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1300","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1340","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1350","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1360","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1370","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1380","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1390","unit"
"thorny skate","Amblyraja radiata","thorny-skate","thoska",28,"both","1400","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1010","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1020","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1030","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1040","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1050","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1060","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1070","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1080","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1090","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1100","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1110","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1120","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1130","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1140","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1150","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1160","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1170","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1180","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1190","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1200","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1210","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1220","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1230","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1240","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1250","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1260","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1270","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1280","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1290","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1300","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1360","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1370","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1380","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1390","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1400","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1610","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1620","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1630","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1640","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1650","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1660","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1670","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1680","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1690","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1700","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1710","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1720","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1730","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1740","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1750","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"spring","1760","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1050","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1060","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1070","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1080","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1090","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1100","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1110","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1120","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1130","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1140","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1150","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1160","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1170","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1180","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1190","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1200","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1210","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1220","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1230","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1240","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1250","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1260","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1270","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1280","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1290","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1300","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1360","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1370","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1380","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1390","unit"
"atlantic herring","Clupea harengus","atlantic-herring","atlher",32,"fall","1400","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1010","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1020","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1030","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1040","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1050","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1060","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1070","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1080","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1090","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1100","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1110","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1120","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1130","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1140","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1150","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1160","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1170","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1180","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1190","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1200","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1210","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1220","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1230","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1240","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1250","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1260","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1270","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1280","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1290","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1300","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1340","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1350","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1360","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1370","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1380","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1390","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1400","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1610","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1620","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1630","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1640","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1650","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1660","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1670","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1680","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1690","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1700","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1710","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1720","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1730","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1740","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1750","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","1760","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3020","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3050","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3080","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3110","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3140","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3170","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3200","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3230","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3260","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3290","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3320","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3350","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3380","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3410","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3440","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3450","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3460","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3470","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3480","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3490","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3500","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3510","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3530","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3540","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3550","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3560","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3570","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3590","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3600","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3610","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3620","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3640","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3650","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3660","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3670","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3680","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3690","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3700","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3710","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3720","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3730","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3740","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3750","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3760","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3770","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3780","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3790","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3800","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3810","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3820","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3830","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3840","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3850","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3860","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3870","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3880","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3910","unit"
"alewife","Alosa pseudoharengus","alewife","alewif",33,"both","3920","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1010","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1020","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1030","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1040","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1050","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1060","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1070","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1080","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1090","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1100","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1110","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1120","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1130","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1140","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1150","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1160","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1170","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1180","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1190","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1200","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1210","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1220","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1230","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1240","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1250","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1260","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1270","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1280","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1290","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1300","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1340","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1350","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1360","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1370","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1380","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1390","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1400","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1610","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1620","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1630","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1640","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1650","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1660","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1670","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1680","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1690","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1700","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1710","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1720","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1730","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1740","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1750","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","1760","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3020","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3050","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3080","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3110","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3140","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3170","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3200","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3230","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3260","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3290","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3320","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3350","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3380","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3410","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3440","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3450","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3460","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3470","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3480","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3490","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3500","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3510","unit"
"blueback herring","Alosa aestivalis","blueback-herring","bluher",34,"both","3530","unit"
