"","Time","Var","Value"
"1",1968,"Series",4.85620061024198
"2",1969,"Series",5.51641249765252
"3",1970,"Series",6.00357946680965
"4",1971,"Series",5.68148936593974
"5",1972,"Series",5.86763672136824
"6",1973,"Series",6.07653652705802
"7",1974,"Series",6.53939813314694
"8",1975,"Series",5.98317212081779
"9",1976,"Series",6.55946551480553
"10",1977,"Series",5.26163883805808
"11",1978,"Series",4.58188666872908
"12",1979,"Series",5.05001628185799
"13",1980,"Series",5.35596473751676
"14",1981,"Series",5.05080188777951
"15",1982,"Series",5.19466752050479
"16",1983,"Series",5.75845693463158
"17",1984,"Series",5.94695590432096
"18",1985,"Series",6.11791328700598
"19",1986,"Series",6.65021017799947
"20",1987,"Series",5.32470984800367
"21",1988,"Series",5.95506742384722
"22",1989,"Series",5.62829847579375
"23",1990,"Series",5.7921961053818
"24",1991,"Series",6.26884639195509
"25",1992,"Series",5.78096502114424
"26",1993,"Series",4.91048400649167
"27",1994,"Series",5.83500795407258
"28",1995,"Series",6.42173569088504
"29",1996,"Series",5.30236331499006
"30",1997,"Series",6.06283963266957
"31",1998,"Series",5.83444481359233
"32",1999,"Series",6.05309850854563
"33",2000,"Series",6.71227451393408
"34",2001,"Series",6.03275318516623
"35",2002,"Series",6.98856821366166
"36",2003,"Series",5.04812341852621
"37",2004,"Series",4.47030944075713
"38",2005,"Series",5.04745794649384
"39",2006,"Series",6.38624665503722
"40",2007,"Series",5.47321095446608
"41",2008,"Series",6.31842692702706
"42",2009,"Series",5.68037216687268
"43",2010,"Series",6.36612337025757
"44",2011,"Series",6.49881091743613
"45",2012,"Series",7.66434178451547
"46",2013,"Series",6.61110503392845
"47",2014,"Series",5.62918620385911
"48",2015,"Series",5.30361933999145
"49",2016,"Series",6.88125980621504
"50",2017,"Series",6.23079316468809
"51",2018,"Series",6.46359001508467
"52",2019,"Series",6.38000598958929
"53",1968,"Regime mean",5.83455297958985
"54",1969,"Regime mean",5.83455297958985
"55",1970,"Regime mean",5.83455297958985
"56",1971,"Regime mean",5.83455297958985
"57",1972,"Regime mean",5.83455297958985
"58",1973,"Regime mean",5.83455297958985
"59",1974,"Regime mean",5.83455297958985
"60",1975,"Regime mean",5.83455297958985
"61",1976,"Regime mean",5.83455297958985
"62",1977,"Regime mean",5.83455297958985
"63",1978,"Regime mean",5.04666741927762
"64",1979,"Regime mean",5.04666741927762
"65",1980,"Regime mean",5.04666741927762
"66",1981,"Regime mean",5.04666741927762
"67",1982,"Regime mean",5.04666741927762
"68",1983,"Regime mean",5.99541006861724
"69",1984,"Regime mean",5.99541006861724
"70",1985,"Regime mean",5.99541006861724
"71",1986,"Regime mean",5.99541006861724
"72",1987,"Regime mean",5.99541006861724
"73",1988,"Regime mean",5.99541006861724
"74",1989,"Regime mean",5.99541006861724
"75",1990,"Regime mean",5.99541006861724
"76",1991,"Regime mean",5.99541006861724
"77",1992,"Regime mean",5.99541006861724
"78",1993,"Regime mean",5.99541006861724
"79",1994,"Regime mean",5.99541006861724
"80",1995,"Regime mean",5.99541006861724
"81",1996,"Regime mean",5.99541006861724
"82",1997,"Regime mean",5.99541006861724
"83",1998,"Regime mean",5.99541006861724
"84",1999,"Regime mean",5.99541006861724
"85",2000,"Regime mean",5.99541006861724
"86",2001,"Regime mean",5.99541006861724
"87",2002,"Regime mean",5.99541006861724
"88",2003,"Regime mean",5.99541006861724
"89",2004,"Regime mean",5.99541006861724
"90",2005,"Regime mean",5.99541006861724
"91",2006,"Regime mean",5.99541006861724
"92",2007,"Regime mean",5.99541006861724
"93",2008,"Regime mean",5.99541006861724
"94",2009,"Regime mean",5.99541006861724
"95",2010,"Regime mean",5.99541006861724
"96",2011,"Regime mean",5.99541006861724
"97",2012,"Regime mean",5.99541006861724
"98",2013,"Regime mean",5.99541006861724
"99",2014,"Regime mean",5.99541006861724
"100",2015,"Regime mean",5.99541006861724
"101",2016,"Regime mean",5.99541006861724
"102",2017,"Regime mean",5.99541006861724
"103",2018,"Regime mean",5.99541006861724
"104",2019,"Regime mean",5.99541006861724
