"","Location","Y","M","D","DayStart","Date","Percent","Summary.Type","Mission","Mean","SE","n.pixels"
"1","GBKall",1968,4,3,66596,94,1,"normal","ST",4.23335874757632,1.03346173771361,794
"2","GBKall",1969,4,3,66596,93,1,"normal","ST",5.70785908501686,1.32135896422698,794
"3","GBKall",1970,4,3,66596,93,1,"normal","ST",4.35913094646338,0.592784385781033,794
"4","GBKall",1971,4,3,66596,93,1,"normal","ST",4.72243256647011,0.911279722934682,794
"5","GBKall",1972,4,3,66596,94,1,"normal","ST",5.17775963842101,1.21906861482573,794
"6","GBKall",1973,4,3,66596,93,1,"normal","ST",4.73252275016967,1.1811460983369,794
"7","GBKall",1974,4,3,66596,93,1,"normal","ST",5.43461102920061,1.03760919334862,794
"8","GBKall",1975,4,3,66596,93,1,"normal","ST",4.37476049885925,1.25302336553756,794
"9","GBKall",1976,4,3,66596,94,1,"normal","ST",6.190448991581,0.974304117327992,794
"10","GBKall",1977,4,3,66596,93,1,"normal","ST",5.25839363249916,1.23566139605779,794
"11","GBKall",1978,4,3,66596,93,1,"normal","ST",3.5726761154392,0.778946873867539,794
"12","GBKall",1979,4,3,66596,93,1,"normal","ST",4.26861247619148,0.90812361298917,794
"13","GBKall",1980,4,3,66596,94,1,"normal","ST",4.63253000888408,1.04030540818931,794
"14","GBKall",1981,4,3,66596,93,1,"normal","ST",4.09653237103782,0.756552608094057,794
"15","GBKall",1982,4,3,66596,93,1,"normal","ST",3.66686456562487,0.754787975625953,794
"16","GBKall",1983,4,3,66596,93,1,"normal","ST",5.50831070207878,1.30973613347398,794
"17","GBKall",1984,4,3,66596,94,1,"normal","ST",5.50337698470337,1.20242933367413,794
"18","GBKall",1985,4,3,66596,93,1,"normal","ST",6.05689205374652,1.20796654798221,794
"19","GBKall",1986,4,3,66596,93,1,"normal","ST",5.97405017314484,1.5911548506542,794
"20","GBKall",1987,4,3,66596,93,1,"normal","ST",5.0264177491141,1.78511786461039,794
"21","GBKall",1988,4,3,66596,94,1,"normal","ST",5.12584423340594,0.839638785789899,794
"22","GBKall",1989,4,3,66596,93,1,"normal","ST",5.76912874330437,1.25377620683096,794
"23","GBKall",1990,4,3,66596,93,1,"normal","ST",6.09704744504702,1.10116812098882,794
"24","GBKall",1991,4,3,66596,93,1,"normal","ST",6.0465409047937,0.972820838712383,794
"25","GBKall",1992,4,3,66596,94,1,"normal","ST",4.48364206992913,0.968116880254776,794
"26","GBKall",1993,4,3,66596,93,1,"normal","ST",4.2976996254006,1.26913928952332,794
"27","GBKall",1994,4,3,66596,93,1,"normal","ST",5.10305973896689,1.20177487680556,794
"28","GBKall",1995,4,3,66596,93,1,"normal","ST",5.25694731079378,1.20199046398158,794
"29","GBKall",1996,4,3,66596,94,1,"normal","ST",3.88226697705319,0.645230577607935,794
"30","GBKall",1997,4,3,66596,93,1,"normal","ST",5.31044557458428,0.857372757826189,794
"31","GBKall",1998,4,3,66596,93,1,"normal","ST",5.71213959765634,0.781436485143873,794
"32","GBKall",1999,4,3,66596,93,1,"normal","ST",5.64472811527988,0.898725852662546,794
"33","GBKall",2000,4,3,66596,94,1,"normal","ST",6.21576169578289,1.09499330875869,794
"34","GBKall",2001,4,3,66596,93,1,"normal","ST",5.23164162689169,0.701527575050912,794
"35","GBKall",2002,4,3,66596,93,1,"normal","ST",6.35700844088082,0.895162928356671,794
"36","GBKall",2003,4,3,66596,93,1,"normal","ST",4.48164839013522,0.936440135490844,794
"37","GBKall",2004,4,3,66596,94,1,"normal","ST",4.35942279699626,1.16821418084664,794
"38","GBKall",2005,4,3,66596,93,1,"normal","ST",4.50434130085573,0.785630827038174,794
"39","GBKall",2006,4,3,66596,93,1,"normal","ST",5.74037109731418,1.26953744088203,794
"40","GBKall",2007,4,3,66596,93,1,"normal","ST",4.90221596216273,0.834841693855062,794
"41","GBKall",2008,4,3,66596,94,1,"normal","ST",5.11131907505714,0.737420402874655,794
"42","GBKall",2009,4,3,66596,93,1,"normal","ST",5.02536047035161,1.10073425036679,794
"43","GBKall",2010,4,3,66596,93,1,"normal","ST",6.39550364510953,1.43482824418702,794
"44","GBKall",2011,4,3,66596,93,1,"normal","ST",5.32626567950627,0.767659314881126,794
"45","GBKall",2012,4,3,66596,94,1,"normal","ST",7.24394404198907,0.903328135266051,794
"46","GBKall",2013,4,3,66596,93,1,"normal","ST",5.81296868863338,0.993451543927577,794
"47","GBKall",2014,4,3,66596,93,1,"normal","ST",4.67591734452408,0.876983491240603,794
"48","GBKall",2015,4,3,66596,93,1,"normal","ST",4.67950771644945,1.11415867813386,794
"49","GBKall",2016,4,3,66596,94,1,"normal","ST",5.32449325521544,0.862725391530391,794
"50","GBKall",2017,4,3,66596,93,1,"normal","ST",5.39086870426177,0.916499737213665,794
"110","GBKeast",1968,4,3,66596,94,1,"normal","ST",3.88244538411478,0.515092106742021,234
"210","GBKeast",1969,4,3,66596,93,1,"normal","ST",5.41077938312761,0.405580709215864,234
"310","GBKeast",1970,4,3,66596,93,1,"normal","ST",4.19747074088103,0.345813072463201,234
"410","GBKeast",1971,4,3,66596,93,1,"normal","ST",4.31537178114969,0.487003317706583,234
"51","GBKeast",1972,4,3,66596,94,1,"normal","ST",4.49005954713253,0.898537525664005,234
"61","GBKeast",1973,4,3,66596,93,1,"normal","ST",4.07120099092109,0.404262395815531,234
"71","GBKeast",1974,4,3,66596,93,1,"normal","ST",4.7265105224943,0.695909896617884,234
"81","GBKeast",1975,4,3,66596,93,1,"normal","ST",3.20793708250492,0.542640839459277,234
"91","GBKeast",1976,4,3,66596,94,1,"normal","ST",5.61961530584581,0.355997233124928,234
"101","GBKeast",1977,4,3,66596,93,1,"normal","ST",4.90607312858132,0.68653739399923,234
"111","GBKeast",1978,4,3,66596,93,1,"normal","ST",3.08285884028917,0.603216463028801,234
"121","GBKeast",1979,4,3,66596,93,1,"normal","ST",4.08387587998521,0.472922400323589,234
"131","GBKeast",1980,4,3,66596,94,1,"normal","ST",4.16101927116537,0.774818520459993,234
"141","GBKeast",1981,4,3,66596,93,1,"normal","ST",3.76211532509835,0.52099768958199,234
"151","GBKeast",1982,4,3,66596,93,1,"normal","ST",3.33615903258581,0.385874752080778,234
"161","GBKeast",1983,4,3,66596,93,1,"normal","ST",4.79725952858369,0.842045218643403,234
"171","GBKeast",1984,4,3,66596,94,1,"normal","ST",5.04492982046544,0.728273114387644,234
"181","GBKeast",1985,4,3,66596,93,1,"normal","ST",5.21091760696095,0.956148000670093,234
"191","GBKeast",1986,4,3,66596,93,1,"normal","ST",4.92166198421276,0.522359087369261,234
"201","GBKeast",1987,4,3,66596,93,1,"normal","ST",3.91651874046466,0.753371842413476,234
"211","GBKeast",1988,4,3,66596,94,1,"normal","ST",4.48147575190146,0.602611612628266,234
"221","GBKeast",1989,4,3,66596,93,1,"normal","ST",5.08420074799577,0.245401492032713,234
"231","GBKeast",1990,4,3,66596,93,1,"normal","ST",5.22326429107555,0.41708634311944,234
"241","GBKeast",1991,4,3,66596,93,1,"normal","ST",5.3275896594449,0.663305502085407,234
"251","GBKeast",1992,4,3,66596,94,1,"normal","ST",3.4581144236568,0.716531844133171,234
"261","GBKeast",1993,4,3,66596,93,1,"normal","ST",3.68982412823101,0.765610134967982,234
