"","Time","Appendicularians","Chaetognatha","Cirripedia","Echinodermata","Evadne spp.","Gastropoda","Hyperiidea","Penilia spp.","Plankton bio-volume","Salpa"
"1",1977,0,1.65832220807203,0,0,0,0,0.839058992311514,0,1.26781427497352,0
"2",1978,0,1.87828762421128,0,0,0,0,1.78878530406817,0,1.25203693927666,0
"3",1979,2.20211892546585,1.11704813662003,2.31064032793164,0,0,2.24354035946389,1.27242540075996,0,1.57967134001367,0
"4",1980,1.06687440823519,2.35473877760858,1.36526052594878,0,0,2.39464266202586,1.35610170951302,0,1.18536981767351,0
"5",1981,1.18220273327944,2.02396986435572,1.32008422155764,0,0,1.19963562739704,1.95236079843045,0,1.18643218361347,0
"6",1982,1.93545070389289,1.58646394265816,1.17214750725207,0,0,2.8688515481707,2.20385018189619,0,1.22306502851896,0
"7",1983,1.95156733237912,1.04234503884702,1.31891832741914,0.337193051711209,0,1.81267420317212,0.60926959246464,0,1.40349105457668,0
"8",1984,1.92217667229267,1.04487651503237,1.26785013197455,0,0,0.840861047396745,0,0,1.26565207893074,0
"9",1985,1.08973130031595,1.04612918706816,1.08077937697739,0.602332535310934,0,1.19293317988044,0.683860860207957,0,1.3638986656041,0
"10",1986,0.801783353926097,0.904734554357927,0.592113354475719,0,0,1.53351156599041,0.0116161634000288,0,1.24499136702489,0
"11",1987,2.69821720168611,0.862308167619461,1.80729174586623,1.5705578785569,0,1.57627292980642,0,0,1.52123692769482,0
"12",1988,1.54141314473111,1.39085743920266,1.24840976862425,0,0,1.12506812995602,0.499824743474989,0,1.18724313714146,0
"13",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1992,2.65240504877907,1.4644566945841,1.17235057994415,0,0,3.24139534855968,1.31575494661513,0,1.3675600101749,0
"17",1993,3.01850199136775,1.95501002160319,1.92507006883969,1.10896128274665,0,1.85430633499573,1.41771808190781,0,1.28122172855454,0
"18",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1995,3.4207922213733,1.35963434650432,1.51556209017234,1.89074034425543,0,2.27532858161351,1.27189474109995,0,1.47940242264407,0
"20",1996,3.30263674869544,0.924209268471146,2.11831245229218,1.94559563524339,0,2.29127047065556,1.53888346788833,0,1.52018082222922,0
"21",1997,2.20273678689785,1.49178823434924,1.97146026023125,0,0.591645960553182,2.5963911273124,1.86374483376867,0,1.30930227548349,0
"22",1998,3.68811835287459,1.30948810895139,1.37866989576889,2.52413104209977,0,2.46042653202491,1.16890745870199,0,1.44564532886132,0
"23",1999,1.2242399953453,2.77940479420173,1.43052147357203,0,0,2.68609422065653,1.70083515242592,0,1.45707938518147,0
"24",2000,2.69399566761133,1.8854534277108,1.60172784189468,1.94501421802803,0,2.01724460674075,1.39364554289901,0,1.48878782427027,0
"25",2001,3.35922532043425,2.76359083321394,1.84086982178383,2.99727453629089,0,3.29559845377199,1.50827473082952,0,1.70451658647735,0
"26",2002,1.56275989692849,1.45413718484668,0.823565837466618,0.757517224820265,0,1.58127879203603,0.836501232451958,0,1.25488724406158,0
"27",2003,2.02731615661468,1.02901996652545,1.11773287568113,0,0,1.02980301312323,0.413504361964123,0,1.75362116800314,0
"28",2004,1.99817728810721,1.41989991181122,1.41135533294862,1.95540729160387,0,1.27149332843303,0.750132131749728,0,1.63838765156837,0
"29",2005,2.21446107341357,1.11216350939231,1.03272206499508,0.971112968141688,0,0.805882447078306,0.504136576890231,0,1.3278905357882,0
"30",2006,2.47452678521058,1.33860558289633,0,0.0039584871683665,0,0.801508712299458,1.22008785707387,0,1.50897971294083,0
"31",2007,2.12594460260103,1.40124149430993,1.12593139579136,1.46457556398737,0,1.64828775742648,1.0555795379849,0,1.35300267295417,0
"32",2008,1.1581556375597,1.13926255116243,0.75320684708017,0.158602965837234,0,0.469726061150961,0.723996862122459,0,1.24189233077759,0
"33",2009,1.51121933860844,1.10346670709818,0.879406327517733,0,0,0.959838633720359,1.24486209680315,0,1.40106474604464,0
"34",2010,2.38464929758461,1.06720603051748,1.45575911947805,1.19720000090699,0,0.667683969051458,0.763435791497473,0,1.27872615323276,0
"35",2011,1.97549603064425,1.15961707325384,0.94295729379642,0,0,1.41194265880932,0.564887352333702,0,1.10467974702526,0
"36",2012,1.48231978187713,1.25337423694147,0.183211289966424,0,0,2.67081428821095,1.02889459927123,0,1.16422058866456,0
"37",2013,1.60302636182268,2.72693930088624,1.65475512899667,0,0,2.01250473092188,1.58809517249521,0,1.15603641859812,0
"38",2014,1.83438740596192,1.77035005865374,1.21574301447631,1.24660848604178,0,1.14577754718523,0.889026681686679,0,1.07303007827118,0
"39",2015,4.04011388824573,1.76332709127077,2.94582309453783,2.59139321155309,0.462523250408134,1.80526386920523,0,0,1.5786257714124,0
"40",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2017,2.09261332513437,2.92318264985911,1.53167952878905,1.02682652132765,0,1.48746405770417,1.02454343580752,0,1.29041736630948,0
