"","Time","Spring"
"1",1977,0.0263132440476191
"2",1980,0.0275037202380953
"3",1981,0.0262425595238095
"4",1982,0.0280171130952381
"5",1983,0.0262797619047621
"6",1984,0.0255617559523807
"7",1985,0.0286049107142858
"8",1987,0.0280505952380951
"9",1988,0.0284374999999999
"10",1989,0.0275855654761904
"11",1991,0.0230133928571429
"12",1995,0.0211569940476189
"13",1996,0.0215736607142859
"14",1997,0.0218005952380951
"15",1998,0.0229724702380953
"16",1999,0.0230877976190473
"17",2000,0.0239806547619046
"18",2001,0.0242596726190477
"19",2002,0.0232254464285715
"20",2004,0.0237909226190479
"21",2005,0.0226971726190477
"22",2006,0.0219196428571428
"23",2008,0.0228571428571429
"24",2010,0.0218303571428569
"25",2011,0.021908482142857
"26",2012,0.0218117559523809
"27",2014,0.0222209821428574
"28",2016,0.0233668154761906
"29",2017,0.0233333333333332
