"","Time","Var","Value"
"1",1968,"Series",17.4964540879781
"2",1969,"Series",16.7891015153886
"3",1970,"Series",17.2389262984453
"4",1971,"Series",18.5091256238141
"5",1972,"Series",16.6985385130555
"6",1973,"Series",17.4215702950024
"7",1974,"Series",17.2565795280163
"8",1975,"Series",16.8467689834227
"9",1976,"Series",17.2174310019385
"10",1977,"Series",16.7391075334896
"11",1978,"Series",16.5510906108142
"12",1979,"Series",17.0710133514862
"13",1980,"Series",17.604406915571
"14",1981,"Series",15.42583784174
"15",1982,"Series",17.0532887008705
"16",1983,"Series",17.5701472485884
"17",1984,"Series",16.7823580095263
"18",1985,"Series",18.5607719018497
"19",1986,"Series",17.0526586518119
"20",1987,"Series",15.7774005017517
"21",1988,"Series",16.5886856929169
"22",1989,"Series",17.4235386654186
"23",1990,"Series",16.9798191121507
"24",1991,"Series",17.5245015939902
"25",1992,"Series",17.0659267378084
"26",1993,"Series",17.3251987252726
"27",1994,"Series",16.2452278738046
"28",1995,"Series",17.9183419174838
"29",1996,"Series",15.6425347871568
"30",1997,"Series",17.1864014930199
"31",1998,"Series",17.4880198075014
"32",1999,"Series",18.138069810098
"33",2000,"Series",17.1244210762799
"34",2001,"Series",18.2971292990728
"35",2002,"Series",18.2095461449695
"36",2003,"Series",17.9912427867972
"37",2004,"Series",17.0041400079467
"38",2005,"Series",18.8930660856652
"39",2006,"Series",16.9239014556056
"40",2007,"Series",17.7237309636069
"41",2008,"Series",17.0700091905106
"42",2009,"Series",17.0793313993493
"43",2010,"Series",17.271848930768
"44",2011,"Series",18.2298210352652
"45",2012,"Series",19.2666782524058
"46",2013,"Series",17.761137540539
"47",2014,"Series",18.6560791325504
"48",2015,"Series",19.5196844653114
"49",2016,"Series",18.9822623361596
"50",2017,"Series",19.476874887713
"51",2018,"Series",19.0153747107789
"52",2019,"Series",18.3809579609926
"53",1968,"Trend",16.6668154925786
"54",1969,"Trend",16.6995392296671
"55",1970,"Trend",16.7322629667556
"56",1971,"Trend",16.7649867038442
"57",1972,"Trend",16.7977104409327
"58",1973,"Trend",16.8304341780212
"59",1974,"Trend",16.8631579151097
"60",1975,"Trend",16.8958816521983
"61",1976,"Trend",16.9286053892868
"62",1977,"Trend",16.9613291263753
"63",1978,"Trend",16.9940528634638
"64",1979,"Trend",17.0267766005524
"65",1980,"Trend",17.0595003376409
"66",1981,"Trend",17.0922240747294
"67",1982,"Trend",17.1249478118179
"68",1983,"Trend",17.1576715489064
"69",1984,"Trend",17.190395285995
"70",1985,"Trend",17.2231190230835
"71",1986,"Trend",17.255842760172
"72",1987,"Trend",17.2885664972605
"73",1988,"Trend",17.3212902343491
"74",1989,"Trend",17.3540139714376
"75",1990,"Trend",17.3867377085261
"76",1991,"Trend",17.4194614456146
"77",1992,"Trend",17.4521851827032
"78",1993,"Trend",17.4849089197917
"79",1994,"Trend",17.5176326568802
"80",1995,"Trend",17.5503563939687
"81",1996,"Trend",17.5830801310573
"82",1997,"Trend",17.6158038681458
"83",1998,"Trend",17.6485276052343
"84",1999,"Trend",17.6812513423228
"85",2000,"Trend",17.7139750794114
"86",2001,"Trend",17.7466988164999
"87",2002,"Trend",17.7794225535884
"88",2003,"Trend",17.8121462906769
"89",2004,"Trend",17.8448700277654
"90",2005,"Trend",17.877593764854
"91",2006,"Trend",17.9103175019425
"92",2007,"Trend",17.943041239031
"93",2008,"Trend",17.9757649761195
"94",2009,"Trend",18.0084887132081
"95",2010,"Trend",18.0412124502966
"96",2011,"Trend",18.0739361873851
"97",2012,"Trend",18.1066599244736
"98",2013,"Trend",18.1393836615621
"99",2014,"Trend",18.1721073986507
"100",2015,"Trend",18.2048311357392
"101",2016,"Trend",18.2375548728277
"102",2017,"Trend",18.2702786099162
"103",2018,"Trend",18.3030023470048
"104",2019,"Trend",18.3357260840933
"105",1968,"Regime mean",17.2273769923664
"106",1969,"Regime mean",17.2273769923664
"107",1970,"Regime mean",17.2273769923664
"108",1971,"Regime mean",17.2273769923664
"109",1972,"Regime mean",17.2273769923664
"110",1973,"Regime mean",17.2273769923664
"111",1974,"Regime mean",17.2273769923664
"112",1975,"Regime mean",17.2273769923664
"113",1976,"Regime mean",17.2273769923664
"114",1977,"Regime mean",17.2273769923664
"115",1978,"Regime mean",17.2273769923664
"116",1979,"Regime mean",17.2273769923664
"117",1980,"Regime mean",17.2273769923664
"118",1981,"Regime mean",17.2273769923664
"119",1982,"Regime mean",17.2273769923664
"120",1983,"Regime mean",17.2273769923664
"121",1984,"Regime mean",17.2273769923664
"122",1985,"Regime mean",17.2273769923664
"123",1986,"Regime mean",17.2273769923664
"124",1987,"Regime mean",17.2273769923664
"125",1988,"Regime mean",17.2273769923664
"126",1989,"Regime mean",17.2273769923664
"127",1990,"Regime mean",17.2273769923664
"128",1991,"Regime mean",17.2273769923664
"129",1992,"Regime mean",17.2273769923664
"130",1993,"Regime mean",17.2273769923664
"131",1994,"Regime mean",17.2273769923664
"132",1995,"Regime mean",17.2273769923664
"133",1996,"Regime mean",17.2273769923664
"134",1997,"Regime mean",17.2273769923664
"135",1998,"Regime mean",17.2273769923664
"136",1999,"Regime mean",17.2273769923664
"137",2000,"Regime mean",17.2273769923664
"138",2001,"Regime mean",17.2273769923664
"139",2002,"Regime mean",17.2273769923664
"140",2003,"Regime mean",17.2273769923664
"141",2004,"Regime mean",17.2273769923664
"142",2005,"Regime mean",17.2273769923664
"143",2006,"Regime mean",17.2273769923664
"144",2007,"Regime mean",17.2273769923664
"145",2008,"Regime mean",17.2273769923664
"146",2009,"Regime mean",17.2273769923664
"147",2010,"Regime mean",17.2273769923664
"148",2011,"Regime mean",18.8098744801907
"149",2012,"Regime mean",18.8098744801907
"150",2013,"Regime mean",18.8098744801907
"151",2014,"Regime mean",18.8098744801907
"152",2015,"Regime mean",18.8098744801907
"153",2016,"Regime mean",18.8098744801907
"154",2017,"Regime mean",18.8098744801907
"155",2018,"Regime mean",18.8098744801907
"156",2019,"Regime mean",18.8098744801907
