"","Time","Appendicularians","Chaetognatha","Cirripedia","Echinodermata","Evadne spp.","Gastropoda","Hyperiidea","Penilia spp.","Plankton bio-volume","Salpa"
"1",1977,0,1.87098097530091,0,0,0,0,0.812422693980012,0,1.37787103521208,0
"2",1978,0,2.88944874619035,0,0,0,0,1.75099954392233,0,1.14228272122023,0
"3",1979,1.71218915455889,2.27391656653763,1.46789846567302,0,0,2.38751474989675,1.01243184674789,0,1.37896774415481,0
"4",1980,2.29703798177513,2.74802104647385,1.34554645667264,0,0,2.72822252470765,1.53389946460603,0,1.23179143251966,0
"5",1981,2.57583452717837,2.03595839931385,1.41188417375161,0,0,1.09067574412801,1.46141596447749,0,1.27741366484147,0
"6",1982,2.60270967518688,2.09765972716954,0.970854022529115,0,0,3.01917213608955,1.65278364244077,0,1.1680850799914,0
"7",1983,1.61096901313701,2.40123202354885,0.99092663992538,0.31962829732806,0,2.01027627031013,0.66554831469183,0,1.17382161757683,0
"8",1984,0.745890380916773,2.09091073926852,0.677539598550638,0,0,1.18969622555192,0,0,1.1950547285992,0
"9",1985,0.928359610639871,1.81192339290878,0.743613582763011,0.452301601178834,0,1.42439551319361,1.19049629804186,0,1.4083454944988,0
"10",1986,0.970278418479147,1.91148542256921,0.691110495398892,0,0,2.58246162780307,0.0219929887553667,0,1.45314225042884,0
"11",1987,2.53546356112254,2.09777262122907,1.31722716806553,1.22540928552714,0,2.30961222411654,0,0,1.56356956403655,0
"12",1988,2.24446496196253,2.09695002389332,0.86613638852315,0,0,2.2872959171268,0.925609154589449,0,1.35418303795831,0
"13",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1992,2.3253018097615,1.56070059997302,1.12429094145565,0,0,3.26274774928148,1.19118410430799,0,1.35957565939731,0
"17",1993,3.37838214686001,2.55747639358435,1.00160162128029,0.883878835993107,0,2.36469905777559,1.43458744554139,0,1.40976672780462,0
"18",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1995,1.86351226015557,2.52925214448339,1.10042792605062,0.665871338064493,0,2.65577864058186,1.69140264192805,0,1.3999706971035,0
"20",1996,2.70713063312986,1.56737215546032,1.38024758969783,1.29000925612606,0,2.3459431819741,1.31976003351576,0,1.42653070771195,0
"21",1997,2.14474992609961,1.66604648281934,1.30013209881584,0,1.216028567386,3.11858503766833,1.85570937354977,0,1.35040408083492,0
"22",1998,3.70212387232733,1.90353631966325,1.05875088290754,1.22572700887429,0,2.92235884803782,1.24319288890314,0,1.4966154466777,0
"23",1999,1.31393342507751,2.89141829428078,1.20100217479884,0,0,2.97082280077984,1.68316389540224,0,1.40245378330136,0
"24",2000,2.04776390571532,2.50556316996345,1.0447907150682,1.02619528453644,0,2.64260737400865,1.53274673384972,0,1.47726071358219,0
"25",2001,2.04142438190399,2.94517658512206,1.12284864618223,1.30891288808404,0,3.56737803332697,1.54310953138912,0,1.48899916426508,0
"26",2002,1.70087951684399,2.800755271309,0.608681059182549,0.635179121723868,0,1.70185493701643,1.8531347312244,0,1.40368478588478,0
"27",2003,1.47015328281882,2.36731994772495,0.928115672047842,0,0,1.26972605134712,0.797795667919388,0,1.49063020093685,0
"28",2004,1.87051864189202,2.73546175371785,1.13932535946072,0.880103890092868,0,3.2086722107024,0.951034507830922,0,1.65685734295256,0
"29",2005,3.34709482230335,2.02648120831434,0.555121914671707,0.621400881538378,0,2.00923276751364,0.772341993225342,0,1.37419668521102,0
"30",2006,1.61439737580887,2.93172898457843,0,0.00394885146472619,0,1.97085442550313,1.67302657724317,0,1.42849794555907,0
"31",2007,1.85324078388874,2.59569144696738,0.641106377067002,0.977780467962794,0,2.10494433416791,1.99318876938426,0,1.41097944638859,0
"32",2008,1.01261426049324,2.46058954380787,0.759049422925798,0.157395893072304,0,2.15330248603235,1.40414988571835,0,1.41148689263572,0
"33",2009,1.83595573444434,2.33115542793535,0.819571262973887,0,0,2.19391287150679,1.56700594511706,0,1.42143523879131,0
"34",2010,2.36531877186337,2.19595109758259,1.02566906449198,0.927889383350906,0,1.6084119460415,1.38249574872257,0,1.24158264893102,0
"35",2011,1.66635232414549,2.2896094787902,1.14792672484635,0,0,2.47284523610597,1.10163588944467,0,1.17928422418751,0
"36",2012,1.14254745358876,2.60295330166446,0.149322411499128,0,0,3.03272951496294,1.98304810157423,0,1.29018781383907,0
"37",2013,1.35020754424421,3.00774200427399,1.41788798508655,0,0,2.11288269367748,1.78842795037585,0,1.30778559815728,0
"38",2014,2.2792470873998,2.33898711784531,1.93923542545449,2.14246931916251,0,1.89853295178986,1.10934946487281,0,1.4666238786515,0
"39",2015,4.05973148366873,2.11222123837391,2.37222204848043,2.06900147397526,0.714082202103183,2.88025492483461,0,0,1.47925637755187,0
"40",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2017,1.64200631948709,3.13789144663736,1.35648508913837,0.947648625095617,0,1.80234434910826,1.27681793007232,0,1.31076032904431,0
