"","Location","Y","M","D","DayStart","Date","Percent","Summary.Type","Mission","Mean","SE","n.pixels"
"1","gbk",1963,10,11,66596,284,1,"normal","ST",13.891387897462,0.862522604310611,566
"2","gbk",1964,10,11,66596,285,1,"normal","ST",13.0904661565216,0.865468709650398,566
"3","gbk",1965,10,11,66596,284,1,"normal","ST",13.596311645224,0.909630419306147,566
"4","gbk",1966,10,11,66596,284,1,"normal","ST",13.275464017686,0.96952847065746,566
"5","gbk",1967,10,11,66596,284,1,"normal","ST",13.7236234950077,0.727789676530607,566
"6","gbk",1968,10,11,66596,285,1,"normal","ST",15.0338781606891,0.914094282363574,566
"7","gbk",1969,10,11,66596,284,1,"normal","ST",14.273245621167,0.662800447121362,566
"8","gbk",1970,10,11,66596,284,1,"normal","ST",14.8051063365242,0.95359393408525,566
"9","gbk",1971,10,11,66596,284,1,"normal","ST",16.0041114684916,1.24206656699803,566
"10","gbk",1972,10,11,66596,285,1,"normal","ST",14.2439415574424,1.05252315147453,566
"11","gbk",1973,10,11,66596,284,1,"normal","ST",14.9244752855137,1.1430774554422,566
"12","gbk",1974,10,11,66596,284,1,"normal","ST",15.2153256383783,1.20151952526676,566
"13","gbk",1975,10,11,66596,284,1,"normal","ST",14.6667045836157,1.64833341060916,566
"14","gbk",1976,10,11,66596,285,1,"normal","ST",15.0397120955414,1.04642341674689,566
"15","gbk",1977,10,11,66596,284,1,"normal","ST",14.6710309123211,1.48084593482154,566
"16","gbk",1978,10,11,66596,284,1,"normal","ST",14.6101089081775,1.18876577312113,566
"17","gbk",1979,10,11,66596,284,1,"normal","ST",15.3418180690607,1.24231024184599,566
"18","gbk",1980,10,11,66596,285,1,"normal","ST",15.439539948573,1.91143807132086,566
"19","gbk",1981,10,11,66596,284,1,"normal","ST",13.4761222632659,0.789353388857772,566
"20","gbk",1982,10,11,66596,284,1,"normal","ST",14.733769012066,1.73047183249606,566
"21","gbk",1983,10,11,66596,284,1,"normal","ST",15.3853034914915,1.24620694253018,566
"22","gbk",1984,10,11,66596,285,1,"normal","ST",14.911757954927,1.07597825937235,566
"23","gbk",1985,10,11,66596,284,1,"normal","ST",16.3851932595215,1.25263266161825,566
"24","gbk",1986,10,11,66596,284,1,"normal","ST",14.5986937231239,1.0520044421802,566
"25","gbk",1987,10,11,66596,284,1,"normal","ST",13.8383957061543,0.794336071582283,566
"26","gbk",1988,10,11,66596,285,1,"normal","ST",14.1334241341259,1.56393073861241,566
"27","gbk",1989,10,11,66596,284,1,"normal","ST",14.6195300430995,1.05690652869136,566
"28","gbk",1990,10,11,66596,284,1,"normal","ST",12.0076739598837,2.62570863724924,566
"29","gbk",1991,10,11,66596,284,1,"normal","ST",15.1387902991286,1.05567169558848,566
"30","gbk",1992,10,11,66596,285,1,"normal","ST",14.5282276042812,1.25230416658916,566
"31","gbk",1993,10,11,66596,284,1,"normal","ST",14.891197564959,1.25371227224471,566
"32","gbk",1994,10,11,66596,284,1,"normal","ST",14.2793594116822,1.0358973008115,566
"33","gbk",1995,10,11,66596,284,1,"normal","ST",16.2413617968954,1.68128738567011,566
"34","gbk",1996,10,11,66596,285,1,"normal","ST",13.0667877340658,0.823512031806827,566
"35","gbk",1997,10,11,66596,284,1,"normal","ST",15.0242681996325,1.25557032559343,566
"36","gbk",1998,10,11,66596,284,1,"normal","ST",14.6463003504874,1.3697800475492,566
"37","gbk",1999,10,11,66596,284,1,"normal","ST",16.4103927041988,1.53430473611433,566
"38","gbk",2000,10,11,66596,285,1,"normal","ST",14.8971782666482,0.809028047067871,566
"39","gbk",2001,10,11,66596,284,1,"normal","ST",15.9137060810974,1.35798872599994,566
"40","gbk",2002,10,11,66596,284,1,"normal","ST",16.8253805416381,1.57109883541576,566
"41","gbk",2003,10,11,66596,284,1,"normal","ST",16.0652218429606,1.96836970581782,566
"42","gbk",2004,10,11,66596,285,1,"normal","ST",14.731634051164,1.38535602534192,566
"43","gbk",2005,10,11,66596,284,1,"normal","ST",16.5757420480621,1.78363049948455,566
"44","gbk",2006,10,11,66596,284,1,"normal","ST",15.1232552606265,0.877565040676973,566
"45","gbk",2007,10,11,66596,284,1,"normal","ST",15.420018590446,1.17526022799941,566
"46","gbk",2008,10,11,66596,285,1,"normal","ST",14.6580820637135,0.786134652432655,566
"47","gbk",2009,10,11,66596,284,1,"normal","ST",14.8021813739113,1.30818819890208,566
"48","gbk",2010,10,11,66596,284,1,"normal","ST",15.1291636559796,0.724705096973055,566
"49","gbk",2011,10,11,66596,284,1,"normal","ST",16.3651378136919,1.5384549884679,566
"50","gbk",2012,10,11,66596,285,1,"normal","ST",17.4720613100255,1.77180807363243,566
"51","gbk",2013,10,11,66596,284,1,"normal","ST",15.7524420480358,1.13533760946123,566
"52","gbk",2014,10,11,66596,284,1,"normal","ST",16.6445537229359,1.39510309830934,566
"53","gbk",2015,10,11,66596,284,1,"normal","ST",17.0702806163869,2.06713260499548,566
"54","gbk",2016,10,11,66596,285,1,"normal","ST",17.1595910808889,1.71593607416494,566
"55","gbk",2017,10,11,66596,284,1,"normal","ST",16.6085069413879,0.888271266526759,566
"110","gome",1963,10,11,66596,284,1,"normal","ST",11.3903603279103,0.845986820613113,463
"210","gome",1964,10,11,66596,285,1,"normal","ST",10.7855310043083,0.825977500593111,463
"310","gome",1965,10,11,66596,284,1,"normal","ST",9.86843384676904,1.21136194581838,463
"410","gome",1966,10,11,66596,284,1,"normal","ST",10.3409989874812,0.86075830899728,463
"56","gome",1967,10,11,66596,284,1,"normal","ST",11.4247737990293,0.998397435032082,463
"61","gome",1968,10,11,66596,285,1,"normal","ST",12.5918114827571,0.843765601484425,463
"71","gome",1969,10,11,66596,284,1,"normal","ST",12.7352069580974,0.784104005895542,463
"81","gome",1970,10,11,66596,284,1,"normal","ST",12.3770437020203,0.97353742292305,463
"91","gome",1971,10,11,66596,284,1,"normal","ST",13.4880253972511,1.18123122573637,463
"101","gome",1972,10,11,66596,285,1,"normal","ST",12.1355151719959,0.863889187241779,463
"111","gome",1973,10,11,66596,284,1,"normal","ST",12.4963422405012,0.831150739810484,463
"121","gome",1974,10,11,66596,284,1,"normal","ST",12.7620176123753,0.820979933344623,463
"131","gome",1975,10,11,66596,284,1,"normal","ST",12.9575817001806,0.557542394511909,463
"141","gome",1976,10,11,66596,285,1,"normal","ST",12.6255370839619,0.861734864864079,463
"151","gome",1977,10,11,66596,284,1,"normal","ST",12.6266205395346,0.659782093985941,463
"161","gome",1978,10,11,66596,284,1,"normal","ST",12.2672832257188,1.02761834886062,463
"171","gome",1979,10,11,66596,284,1,"normal","ST",12.7625566730202,0.698022017319617,463
"181","gome",1980,10,11,66596,285,1,"normal","ST",12.0684486641175,0.957743453774921,463
"191","gome",1981,10,11,66596,284,1,"normal","ST",11.6577403351056,1.0626205617907,463
"201","gome",1982,10,11,66596,284,1,"normal","ST",12.6260444283645,0.603049169813619,463
"211","gome",1983,10,11,66596,284,1,"normal","ST",12.6828422524579,0.808008152754011,463
"221","gome",1984,10,11,66596,285,1,"normal","ST",13.2895554756773,0.763071202317425,463
"231","gome",1985,10,11,66596,284,1,"normal","ST",13.4326603289975,0.807929103764363,463
"241","gome",1986,10,11,66596,284,1,"normal","ST",12.554680660675,0.844983920899349,463
"251","gome",1987,10,11,66596,284,1,"normal","ST",12.2086588259675,0.470074038017276,463
"261","gome",1988,10,11,66596,285,1,"normal","ST",11.8362068254961,0.943809218815752,463
"271","gome",1989,10,11,66596,284,1,"normal","ST",12.6692090219529,0.80359702532016,463
"281","gome",1990,10,11,66596,284,1,"normal","ST",13.239838689176,0.917897328863126,463
"291","gome",1991,10,11,66596,284,1,"normal","ST",12.5757319534457,0.795021637310625,463
"301","gome",1992,10,11,66596,285,1,"normal","ST",11.7530783553463,1.02817732022264,463
"311","gome",1993,10,11,66596,284,1,"normal","ST",11.8647565269936,0.846235697070152,463
"321","gome",1994,10,11,66596,284,1,"normal","ST",12.4607126870082,0.657377839339448,463
"331","gome",1995,10,11,66596,284,1,"normal","ST",13.1372043743366,0.92416997373382,463
"341","gome",1996,10,11,66596,285,1,"normal","ST",11.5046181412463,0.814180343268921,463
"351","gome",1997,10,11,66596,284,1,"normal","ST",12.129921772438,0.912296336404121,463
"361","gome",1998,10,11,66596,284,1,"normal","ST",11.7941627745132,0.975252885168927,463
"371","gome",1999,10,11,66596,284,1,"normal","ST",13.14161975024,0.675147603151159,463
"381","gome",2000,10,11,66596,285,1,"normal","ST",12.7437453609446,1.04432106155265,463
"391","gome",2001,10,11,66596,284,1,"normal","ST",12.8283607633044,1.11862490342354,463
"401","gome",2002,10,11,66596,284,1,"normal","ST",13.6764165442891,1.08621647685802,463
"411","gome",2003,10,11,66596,284,1,"normal","ST",12.7404570135789,0.810441395125667,463
"421","gome",2004,10,11,66596,285,1,"normal","ST",12.3506155040366,1.11749176665076,463
"431","gome",2005,10,11,66596,284,1,"normal","ST",13.5693992985747,1.33107067117412,463
"441","gome",2006,10,11,66596,284,1,"normal","ST",13.1505299805035,0.948690529552185,463
"451","gome",2007,10,11,66596,284,1,"normal","ST",12.5467828681534,1.02290852207026,463
"461","gome",2008,10,11,66596,285,1,"normal","ST",12.4214657934714,0.885504205421363,463
"471","gome",2009,10,11,66596,284,1,"normal","ST",12.847209585953,0.622500826627207,463
"481","gome",2010,10,11,66596,284,1,"normal","ST",13.1398609761262,0.626975998960415,463
"491","gome",2011,10,11,66596,284,1,"normal","ST",13.245535720523,0.79788430990749,463
"501","gome",2012,10,11,66596,285,1,"normal","ST",14.5987904220463,0.86465315749009,463
"511","gome",2013,10,11,66596,284,1,"normal","ST",13.3456053302425,0.841984443738165,463
"521","gome",2014,10,11,66596,284,1,"normal","ST",14.3663914397528,0.722363357721913,463
"531","gome",2015,10,11,66596,284,1,"normal","ST",13.946463458364,0.818118455030771,463
"541","gome",2016,10,11,66596,285,1,"normal","ST",14.4199671750547,0.782780972229457,463
"551","gome",2017,10,11,66596,284,1,"normal","ST",14.4509560624395,0.920166773532402,463
"112","gomw",1963,10,11,66596,284,1,"normal","ST",12.6641317566151,0.835715568067627,585
"212","gomw",1964,10,11,66596,285,1,"normal","ST",11.9358143206354,0.773444085610627,585
"312","gomw",1965,10,11,66596,284,1,"normal","ST",10.9859530314459,1.26015235409284,585
"412","gomw",1966,10,11,66596,284,1,"normal","ST",11.7045663361014,0.840617971649018,585
"57","gomw",1967,10,11,66596,284,1,"normal","ST",12.0912787269559,0.804504300304686,585
