"","Location","Y","M","D","DayStart","Date","Percent","Summary.Type","Mission","Mean","SE","n.pixels"
"1","GBKall",1963,10,11,66596,284,1,"normal","ST",14.2423519914903,1.17999807133891,794
"2","GBKall",1964,10,11,66596,285,1,"normal","ST",13.2514632367658,1.01405965545335,794
"3","GBKall",1965,10,11,66596,284,1,"normal","ST",13.7711140086314,1.30115518945895,794
"4","GBKall",1966,10,11,66596,284,1,"normal","ST",13.4551098122527,1.06998815659699,794
"5","GBKall",1967,10,11,66596,284,1,"normal","ST",13.929260122361,1.11073205117835,794
"6","GBKall",1968,10,11,66596,285,1,"normal","ST",15.1532649633024,1.15444554532874,794
"7","GBKall",1969,10,11,66596,284,1,"normal","ST",14.4760705624998,0.976504065999621,794
"8","GBKall",1970,10,11,66596,284,1,"normal","ST",15.0953511335235,1.42663244763379,794
"9","GBKall",1971,10,11,66596,284,1,"normal","ST",16.2132027996922,1.4538634055555,794
"10","GBKall",1972,10,11,66596,285,1,"normal","ST",14.5606397202891,1.35502425661889,794
"11","GBKall",1973,10,11,66596,284,1,"normal","ST",15.0700994016212,1.26983522786281,794
"12","GBKall",1974,10,11,66596,284,1,"normal","ST",15.2396927457962,1.36377900992007,794
"13","GBKall",1975,10,11,66596,284,1,"normal","ST",14.801952907595,1.67394958947636,794
"14","GBKall",1976,10,11,66596,285,1,"normal","ST",14.9850901605932,1.43976881410356,794
"15","GBKall",1977,10,11,66596,284,1,"normal","ST",14.8615958819273,1.66273836729543,794
"16","GBKall",1978,10,11,66596,284,1,"normal","ST",14.6951985999711,1.34462077253934,794
"17","GBKall",1979,10,11,66596,284,1,"normal","ST",15.2807880748916,1.35794301319159,794
"18","GBKall",1980,10,11,66596,285,1,"normal","ST",15.6727443408056,2.19573747302774,794
"19","GBKall",1981,10,11,66596,284,1,"normal","ST",13.512099719628,0.914008567414579,794
"20","GBKall",1982,10,11,66596,284,1,"normal","ST",14.8988197770217,1.82442254686797,794
"21","GBKall",1983,10,11,66596,284,1,"normal","ST",15.4700781806587,1.40532083953816,794
"22","GBKall",1984,10,11,66596,285,1,"normal","ST",14.8544670993912,1.22129967449193,794
"23","GBKall",1985,10,11,66596,284,1,"normal","ST",16.5692076770702,1.31226308953966,794
"24","GBKall",1986,10,11,66596,284,1,"normal","ST",14.7591051409302,1.25174165302476,794
"25","GBKall",1987,10,11,66596,284,1,"normal","ST",14.0988993207281,0.965181037363385,794
"26","GBKall",1988,10,11,66596,285,1,"normal","ST",14.4044688972765,1.6501914745646,794
"27","GBKall",1989,10,11,66596,284,1,"normal","ST",14.8989386925053,1.46534958762764,794
"28","GBKall",1990,10,11,66596,284,1,"normal","ST",12.9239049273798,2.7539335941683,794
"29","GBKall",1991,10,11,66596,284,1,"normal","ST",15.3029755938436,1.51960509640541,794
"30","GBKall",1992,10,11,66596,285,1,"normal","ST",14.5898976523965,1.45079981746829,794
"31","GBKall",1993,10,11,66596,284,1,"normal","ST",14.864635954169,1.5790468963336,794
"32","GBKall",1994,10,11,66596,284,1,"normal","ST",14.404815752251,1.1190530665226,794
"33","GBKall",1995,10,11,66596,284,1,"normal","ST",16.2214510160367,1.83813163471902,794
"34","GBKall",1996,10,11,66596,285,1,"normal","ST",13.2155011611095,0.994189424212507,794
"35","GBKall",1997,10,11,66596,284,1,"normal","ST",15.10624035773,1.53218970896017,794
"36","GBKall",1998,10,11,66596,284,1,"normal","ST",14.7518002560172,1.48218759516978,794
"37","GBKall",1999,10,11,66596,284,1,"normal","ST",16.3151233240559,1.70212524429677,794
"38","GBKall",2000,10,11,66596,285,1,"normal","ST",15.0353996116027,1.09639921809838,794
"39","GBKall",2001,10,11,66596,284,1,"normal","ST",16.0724251324543,1.84695770238932,794
"40","GBKall",2002,10,11,66596,284,1,"normal","ST",16.7688262261942,1.71130749207691,794
"41","GBKall",2003,10,11,66596,284,1,"normal","ST",16.0406294030724,2.32191053310521,794
"42","GBKall",2004,10,11,66596,285,1,"normal","ST",14.8757801646862,1.52413817105316,794
"43","GBKall",2005,10,11,66596,284,1,"normal","ST",16.6708550801805,2.04375895650138,794
"44","GBKall",2006,10,11,66596,284,1,"normal","ST",15.2868488384793,1.19947850947042,794
"45","GBKall",2007,10,11,66596,284,1,"normal","ST",15.5742911418817,1.39144046989772,794
"46","GBKall",2008,10,11,66596,285,1,"normal","ST",14.7784698678279,1.01479581974569,794
"47","GBKall",2009,10,11,66596,284,1,"normal","ST",15.0148426025539,1.4957227099471,794
"48","GBKall",2010,10,11,66596,284,1,"normal","ST",15.2206785770579,0.911672817895109,794
"49","GBKall",2011,10,11,66596,284,1,"normal","ST",16.7284095642826,2.08040934073383,794
"50","GBKall",2012,10,11,66596,285,1,"normal","ST",17.5654425652161,1.99329254900344,794
"51","GBKall",2013,10,11,66596,284,1,"normal","ST",15.9226707204309,1.42476760946787,794
"52","GBKall",2014,10,11,66596,284,1,"normal","ST",16.7797226201106,1.71865864364298,794
"53","GBKall",2015,10,11,66596,284,1,"normal","ST",17.0871258153002,2.21393355973297,794
"54","GBKall",2016,10,11,66596,285,1,"normal","ST",17.3179485907199,1.90298546560946,794
"55","GBKall",2017,10,11,66596,284,1,"normal","ST",16.8736019563697,1.25980807355864,794
"110","GBKeast",1963,10,11,66596,284,1,"normal","ST",13.1655672761765,0.518361606122603,234
"210","GBKeast",1964,10,11,66596,285,1,"normal","ST",12.4594043417161,0.47143961559324,234
"310","GBKeast",1965,10,11,66596,284,1,"normal","ST",12.9506362589083,0.845577865450079,234
"410","GBKeast",1966,10,11,66596,284,1,"normal","ST",12.4140952589357,0.794950431272351,234
"56","GBKeast",1967,10,11,66596,284,1,"normal","ST",13.3326058317216,0.373680743863354,234
"61","GBKeast",1968,10,11,66596,285,1,"normal","ST",14.3302639498032,0.441399481103432,234
"71","GBKeast",1969,10,11,66596,284,1,"normal","ST",13.9883137004051,0.589434466176947,234
"81","GBKeast",1970,10,11,66596,284,1,"normal","ST",14.0618727232331,0.550766508207216,234
"91","GBKeast",1971,10,11,66596,284,1,"normal","ST",15.0472191488606,0.557786425439948,234
"101","GBKeast",1972,10,11,66596,285,1,"normal","ST",13.4100143164541,0.573739224676973,234
"111","GBKeast",1973,10,11,66596,284,1,"normal","ST",14.0790674289663,0.69233888790204,234
"121","GBKeast",1974,10,11,66596,284,1,"normal","ST",14.5338395914155,0.707915254040581,234
"131","GBKeast",1975,10,11,66596,284,1,"normal","ST",13.7655669586185,1.02847552926311,234
"141","GBKeast",1976,10,11,66596,285,1,"normal","ST",14.4642038070662,0.543289050335451,234
"151","GBKeast",1977,10,11,66596,284,1,"normal","ST",13.8566558430259,0.80223859612075,234
"161","GBKeast",1978,10,11,66596,284,1,"normal","ST",13.9035685249347,0.629627174427745,234
"171","GBKeast",1979,10,11,66596,284,1,"normal","ST",14.7561204360145,0.678470309773633,234
"181","GBKeast",1980,10,11,66596,285,1,"normal","ST",14.5808109783988,0.714378901010914,234
"191","GBKeast",1981,10,11,66596,284,1,"normal","ST",13.2232120419312,0.510314306063674,234
"201","GBKeast",1982,10,11,66596,284,1,"normal","ST",14.0098177516974,1.05100791494411,234
"211","GBKeast",1983,10,11,66596,284,1,"normal","ST",14.7707814811926,1.11123755460123,234
"221","GBKeast",1984,10,11,66596,285,1,"normal","ST",14.3092476197523,0.551680109125352,234
"231","GBKeast",1985,10,11,66596,284,1,"normal","ST",15.42884589778,0.58752288668963,234
"241","GBKeast",1986,10,11,66596,284,1,"normal","ST",13.873866329618,0.678464238863381,234
"251","GBKeast",1987,10,11,66596,284,1,"normal","ST",13.2535067136549,0.393209919024825,234
"261","GBKeast",1988,10,11,66596,285,1,"normal","ST",13.1647098218666,0.705596844155535,234
"271","GBKeast",1989,10,11,66596,284,1,"normal","ST",14.0378332953022,0.65620839196246,234
"281","GBKeast",1990,10,11,66596,284,1,"normal","ST",12.5351421733551,1.91170293262033,234
"291","GBKeast",1991,10,11,66596,284,1,"normal","ST",14.5592265544203,0.599331966411136,234
"301","GBKeast",1992,10,11,66596,285,1,"normal","ST",14.1616104168501,1.30304877413562,234
"311","GBKeast",1993,10,11,66596,284,1,"normal","ST",14.5061594294613,1.05976877834861,234
"321","GBKeast",1994,10,11,66596,284,1,"normal","ST",13.5419761148704,0.708302608713607,234
"331","GBKeast",1995,10,11,66596,284,1,"normal","ST",15.2341927642103,0.76743228169185,234
"341","GBKeast",1996,10,11,66596,285,1,"normal","ST",12.5766085978183,0.506558453319295,234
"351","GBKeast",1997,10,11,66596,284,1,"normal","ST",14.2342791227582,0.805427709046134,234
"361","GBKeast",1998,10,11,66596,284,1,"normal","ST",13.7845777115252,0.83791540265128,234
"371","GBKeast",1999,10,11,66596,284,1,"normal","ST",15.4596267322366,0.902127394031383,234
"381","GBKeast",2000,10,11,66596,285,1,"normal","ST",14.743879372974,0.495335438184988,234
"391","GBKeast",2001,10,11,66596,284,1,"normal","ST",15.3553605996449,0.684522535839585,234
"401","GBKeast",2002,10,11,66596,284,1,"normal","ST",15.8169822507483,0.462571585080592,234
"411","GBKeast",2003,10,11,66596,284,1,"normal","ST",15.0876008724697,0.67949993304014,234
"421","GBKeast",2004,10,11,66596,285,1,"normal","ST",14.2209754087195,0.541941598917141,234
"431","GBKeast",2005,10,11,66596,284,1,"normal","ST",16.2321760442646,0.941565611540827,234
"441","GBKeast",2006,10,11,66596,284,1,"normal","ST",14.5837576097553,0.526704319252945,234
"451","GBKeast",2007,10,11,66596,284,1,"normal","ST",14.640040969383,0.817122176960509,234
"461","GBKeast",2008,10,11,66596,285,1,"normal","ST",14.1537434943298,0.558443206548201,234
"471","GBKeast",2009,10,11,66596,284,1,"normal","ST",14.2536865598504,1.16552869326443,234
"481","GBKeast",2010,10,11,66596,284,1,"normal","ST",14.6947282751661,0.614761770468841,234
"491","GBKeast",2011,10,11,66596,284,1,"normal","ST",15.5409837796396,0.567788252065902,234
"501","GBKeast",2012,10,11,66596,285,1,"normal","ST",16.6159039235218,0.925820829526411,234
"511","GBKeast",2013,10,11,66596,284,1,"normal","ST",15.2596141245577,0.606171457815419,234
"521","GBKeast",2014,10,11,66596,284,1,"normal","ST",15.8939974694299,0.781488463697659,234
"531","GBKeast",2015,10,11,66596,284,1,"normal","ST",15.8535893208135,0.890739063889487,234
"541","GBKeast",2016,10,11,66596,285,1,"normal","ST",16.0987546408636,0.704485748641561,234
"551","GBKeast",2017,10,11,66596,284,1,"normal","ST",16.0342439428575,0.542632227761935,234
