"","Time","Var","Value"
"1",1968,"Series",18.6636394218391
"2",1969,"Series",18.0328375453293
"3",1970,"Series",18.383788182729
"4",1971,"Series",19.5573836762027
"5",1972,"Series",17.7308101650007
"6",1973,"Series",18.4683641277416
"7",1974,"Series",18.1926978488863
"8",1975,"Series",17.9492894014388
"9",1976,"Series",18.1538781772963
"10",1977,"Series",17.4271694329838
"11",1978,"Series",17.5623753053174
"12",1979,"Series",17.8236246477512
"13",1980,"Series",17.9064919098266
"14",1981,"Series",16.2191573004166
"15",1982,"Series",18.1136571286049
"16",1983,"Series",18.5661365363948
"17",1984,"Series",17.7221721409037
"18",1985,"Series",19.568750056583
"19",1986,"Series",18.2016635258643
"20",1987,"Series",16.1750721049536
"21",1988,"Series",17.7175175346157
"22",1989,"Series",18.6517593617942
"23",1990,"Series",18.3572939626992
"24",1991,"Series",18.5896316327589
"25",1992,"Series",18.2357255628767
"26",1993,"Series",18.3228994214146
"27",1994,"Series",17.2124825071342
"28",1995,"Series",18.594563646601
"29",1996,"Series",17.0643407797544
"30",1997,"Series",18.1991193026118
"31",1998,"Series",18.9062571504115
"32",1999,"Series",18.9036341933631
"33",2000,"Series",18.1883655970603
"34",2001,"Series",19.1936486020253
"35",2002,"Series",18.8886581228482
"36",2003,"Series",18.5367222016636
"37",2004,"Series",18.2202978774396
"38",2005,"Series",19.8240698257306
"39",2006,"Series",17.7293083460953
"40",2007,"Series",18.7507869877849
"41",2008,"Series",18.276904464301
"42",2009,"Series",18.1470410016674
"43",2010,"Series",18.2811077921916
"44",2011,"Series",18.8437544851887
"45",2012,"Series",19.8560952132337
"46",2013,"Series",18.6399014886007
"47",2014,"Series",19.4807107601978
"48",2015,"Series",20.4398655887041
"49",2016,"Series",19.6318336841197
"50",2017,"Series",20.7165506475843
"51",2018,"Series",20.1241662057692
"52",2019,"Series",19.0205709642872
"53",1968,"Trend",17.6908093719561
"54",1969,"Trend",17.7210073027305
"55",1970,"Trend",17.7512052335049
"56",1971,"Trend",17.7814031642794
"57",1972,"Trend",17.8116010950538
"58",1973,"Trend",17.8417990258282
"59",1974,"Trend",17.8719969566026
"60",1975,"Trend",17.902194887377
"61",1976,"Trend",17.9323928181514
"62",1977,"Trend",17.9625907489258
"63",1978,"Trend",17.9927886797003
"64",1979,"Trend",18.0229866104747
"65",1980,"Trend",18.0531845412491
"66",1981,"Trend",18.0833824720235
"67",1982,"Trend",18.1135804027979
"68",1983,"Trend",18.1437783335723
"69",1984,"Trend",18.1739762643467
"70",1985,"Trend",18.2041741951212
"71",1986,"Trend",18.2343721258956
"72",1987,"Trend",18.26457005667
"73",1988,"Trend",18.2947679874444
"74",1989,"Trend",18.3249659182188
"75",1990,"Trend",18.3551638489932
"76",1991,"Trend",18.3853617797676
