"","Location","Y","M","D","DayStart","Date","Percent","Summary.Type","Mission","Mean","SE","n.pixels"
"1","gbk",1968,4,3,66596,94,1,"normal","BT",4.90000524319923,1.63676958510851,566
"2","gbk",1969,4,3,66596,93,1,"normal","BT",5.78653738898172,1.51617278504813,566
"3","gbk",1970,4,3,66596,93,1,"normal","BT",5.53738189567285,1.4654277796558,566
"4","gbk",1971,4,3,66596,93,1,"normal","BT",5.54137725924475,1.36332616203421,566
"5","gbk",1972,4,3,66596,94,1,"normal","BT",5.98630955898733,1.40530632941239,566
"6","gbk",1973,4,3,66596,93,1,"normal","BT",6.27880183958408,2.01404003156167,566
"7","gbk",1974,4,3,66596,93,1,"normal","BT",6.79303041669151,1.34991956581884,566
"8","gbk",1975,4,3,66596,93,1,"normal","BT",5.87321591642761,1.80021745016191,566
"9","gbk",1976,4,3,66596,94,1,"normal","BT",6.53280656958928,1.65163608728139,566
"10","gbk",1977,4,3,66596,93,1,"normal","BT",5.59195079937109,1.44038686230272,566
"11","gbk",1978,4,3,66596,93,1,"normal","BT",4.52225188866607,0.991257278803232,566
"12","gbk",1979,4,3,66596,93,1,"normal","BT",5.36285785995054,1.81604690860323,566
"13","gbk",1980,4,3,66596,94,1,"normal","BT",5.90549187331985,1.74908528163063,566
"14","gbk",1981,4,3,66596,93,1,"normal","BT",5.23707795617984,1.49186170859717,566
"15","gbk",1982,4,3,66596,93,1,"normal","BT",4.99815414693482,1.63309588280088,566
"16","gbk",1983,4,3,66596,93,1,"normal","BT",6.24635775899877,1.64336689691354,566
"17","gbk",1984,4,3,66596,94,1,"normal","BT",6.38980412039261,1.73081498766891,566
"18","gbk",1985,4,3,66596,93,1,"normal","BT",6.49203833670814,1.75007744086967,566
"19","gbk",1986,4,3,66596,93,1,"normal","BT",6.68147149227199,1.42221703428254,566
"20","gbk",1987,4,3,66596,93,1,"normal","BT",5.75954950899983,1.56613848748422,566
"21","gbk",1988,4,3,66596,94,1,"normal","BT",5.88519270978554,1.84419586973852,566
"22","gbk",1989,4,3,66596,93,1,"normal","BT",5.82319396131449,1.57988883007595,566
"23","gbk",1990,4,3,66596,93,1,"normal","BT",5.98422824848002,1.23809662390253,566
"24","gbk",1991,4,3,66596,93,1,"normal","BT",6.40007877612447,1.69707996373442,566
"25","gbk",1992,4,3,66596,94,1,"normal","BT",5.54468788319136,1.78832589447015,566
"26","gbk",1993,4,3,66596,93,1,"normal","BT",5.1212688248396,1.88752246358086,566
"27","gbk",1994,4,3,66596,93,1,"normal","BT",6.18674986966377,2.34173856566274,566
"28","gbk",1995,4,3,66596,93,1,"normal","BT",6.60822051718928,2.24459885058856,566
"29","gbk",1996,4,3,66596,94,1,"normal","BT",5.08177742577005,1.44777439651702,566
"30","gbk",1997,4,3,66596,93,1,"normal","BT",5.89626166898866,1.70985297846899,566
"31","gbk",1998,4,3,66596,93,1,"normal","BT",5.77171383653074,1.02752802329687,566
"32","gbk",1999,4,3,66596,93,1,"normal","BT",6.45872178171189,1.68274229123403,566
"33","gbk",2000,4,3,66596,94,1,"normal","BT",7.13639836228887,1.80887331078721,566
"34","gbk",2001,4,3,66596,93,1,"normal","BT",6.04899797843154,1.61508813670278,566
"35","gbk",2002,4,3,66596,93,1,"normal","BT",7.20954257535397,1.5618999900787,566
"36","gbk",2003,4,3,66596,93,1,"normal","BT",5.15793939439859,1.62907129756359,566
"37","gbk",2004,4,3,66596,94,1,"normal","BT",4.58895199941206,1.30605805334078,566
"38","gbk",2005,4,3,66596,93,1,"normal","BT",5.08854099492215,1.42079223714203,566
"39","gbk",2006,4,3,66596,93,1,"normal","BT",6.14491159992863,1.56774206978995,566
"40","gbk",2007,4,3,66596,93,1,"normal","BT",5.50052528894891,1.2000176263534,566
"41","gbk",2008,4,3,66596,94,1,"normal","BT",6.2782527502138,1.8045216816321,566
"42","gbk",2009,4,3,66596,93,1,"normal","BT",5.88943392962813,1.87369277980221,566
"43","gbk",2010,4,3,66596,93,1,"normal","BT",6.69411508432054,1.95037714457076,566
"44","gbk",2011,4,3,66596,93,1,"normal","BT",6.48937483746492,1.34253782614742,566
"45","gbk",2012,4,3,66596,94,1,"normal","BT",7.88844294903667,1.40642600671765,566
"46","gbk",2013,4,3,66596,93,1,"normal","BT",6.63443444233462,1.61347122030721,566
"47","gbk",2014,4,3,66596,93,1,"normal","BT",5.98277539325108,1.59212353287883,566
"48","gbk",2015,4,3,66596,93,1,"normal","BT",5.65398442474519,1.76942664615746,566
"49","gbk",2016,4,3,66596,94,1,"normal","BT",7.21826352154186,1.56937909443256,566
"50","gbk",2017,4,3,66596,93,1,"normal","BT",6.37885996209162,1.78053016868613,566
"110","gome",1968,4,3,66596,94,1,"normal","BT",5.58620650513617,1.49010337835698,463
"210","gome",1969,4,3,66596,93,1,"normal","BT",6.11776025088489,1.44222472212679,463
"310","gome",1970,4,3,66596,93,1,"normal","BT",6.69427696689766,1.28986327418744,463
"410","gome",1971,4,3,66596,93,1,"normal","BT",6.20698611892228,1.10010801090184,463
"51","gome",1972,4,3,66596,94,1,"normal","BT",6.64934232791156,1.30060380838184,463
"61","gome",1973,4,3,66596,93,1,"normal","BT",7.20834722029281,1.35622714408235,463
"71","gome",1974,4,3,66596,93,1,"normal","BT",7.31013723684237,1.29378515075325,463
"81","gome",1975,4,3,66596,93,1,"normal","BT",6.83206246432697,1.25285689085796,463
"91","gome",1976,4,3,66596,94,1,"normal","BT",7.41998666217661,1.14162180576317,463
"101","gome",1977,4,3,66596,93,1,"normal","BT",5.90400330346235,1.22891095218593,463
"111","gome",1978,4,3,66596,93,1,"normal","BT",5.46265282840732,1.09719287732472,463
"121","gome",1979,4,3,66596,93,1,"normal","BT",5.9214796757782,1.3886197917507,463
"131","gome",1980,4,3,66596,94,1,"normal","BT",6.08058735133237,1.21701423054789,463
"141","gome",1981,4,3,66596,93,1,"normal","BT",5.8357070915536,1.1652283090601,463
"151","gome",1982,4,3,66596,93,1,"normal","BT",5.88225626942958,1.0956174198273,463
"161","gome",1983,4,3,66596,93,1,"normal","BT",6.20127304222632,1.3408472285546,463
"171","gome",1984,4,3,66596,94,1,"normal","BT",6.2768889875701,1.28221467956196,463
"181","gome",1985,4,3,66596,93,1,"normal","BT",6.39141977616132,1.36241035718845,463
"191","gome",1986,4,3,66596,93,1,"normal","BT",8.01159052248465,1.48261425441869,463
"201","gome",1987,4,3,66596,93,1,"normal","BT",6.1652168009953,1.24203629737765,463
"211","gome",1988,4,3,66596,94,1,"normal","BT",6.76953856962867,1.27975866476602,463
"221","gome",1989,4,3,66596,93,1,"normal","BT",6.37486027245098,1.56734855147045,463
"231","gome",1990,4,3,66596,93,1,"normal","BT",6.29099940381342,1.30395431285473,463
"241","gome",1991,4,3,66596,93,1,"normal","BT",6.92104574402706,1.25720702603527,463
