"","Location","Y","M","D","DayStart","Date","Percent","Summary.Type","Mission","Mean","SE","n.pixels"
"1","GBKall",1968,4,3,66596,94,1,"normal","BT",4.94774056804529,1.96554938178196,794
"2","GBKall",1969,4,3,66596,93,1,"normal","BT",5.79592719331461,1.91650159896506,794
"3","GBKall",1970,4,3,66596,93,1,"normal","BT",5.52386337338277,1.73800780261146,794
"4","GBKall",1971,4,3,66596,93,1,"normal","BT",5.62309886715451,1.64407302444572,794
"5","GBKall",1972,4,3,66596,94,1,"normal","BT",6.07472619053385,1.68627843676607,794
"6","GBKall",1973,4,3,66596,93,1,"normal","BT",6.33111642787738,2.23135952678674,794
"7","GBKall",1974,4,3,66596,93,1,"normal","BT",6.88881209018801,1.59628123502909,794
"8","GBKall",1975,4,3,66596,93,1,"normal","BT",5.94697047210562,2.01685136025871,794
"9","GBKall",1976,4,3,66596,94,1,"normal","BT",6.62531410898356,1.9074657501249,794
"10","GBKall",1977,4,3,66596,93,1,"normal","BT",5.54889475738693,1.62811594161548,794
"11","GBKall",1978,4,3,66596,93,1,"normal","BT",4.50926334075065,1.21923753065756,794
"12","GBKall",1979,4,3,66596,93,1,"normal","BT",5.3309614587037,2.073699920103,794
"13","GBKall",1980,4,3,66596,94,1,"normal","BT",5.92488308328434,1.87415229367783,794
"14","GBKall",1981,4,3,66596,93,1,"normal","BT",5.37453140341279,1.7817189770263,794
"15","GBKall",1982,4,3,66596,93,1,"normal","BT",5.03628282099494,1.78208579175567,794
"16","GBKall",1983,4,3,66596,93,1,"normal","BT",6.16192268288452,1.88224602204167,794
"17","GBKall",1984,4,3,66596,94,1,"normal","BT",6.35544777564065,2.01537437145349,794
"18","GBKall",1985,4,3,66596,93,1,"normal","BT",6.60000478638582,1.97463297748743,794
"19","GBKall",1986,4,3,66596,93,1,"normal","BT",6.80797504181134,1.83915869516675,794
"20","GBKall",1987,4,3,66596,93,1,"normal","BT",5.84680705236808,1.88666737328025,794
"21","GBKall",1988,4,3,66596,94,1,"normal","BT",5.93737344462251,1.93479177522418,794
"22","GBKall",1989,4,3,66596,93,1,"normal","BT",5.94598146036631,1.91370979642233,794
"23","GBKall",1990,4,3,66596,93,1,"normal","BT",6.05533816807189,1.56005152087845,794
"24","GBKall",1991,4,3,66596,93,1,"normal","BT",6.51815121097977,1.94068373329889,794
"25","GBKall",1992,4,3,66596,94,1,"normal","BT",5.62318605090219,2.0365197554693,794
"26","GBKall",1993,4,3,66596,93,1,"normal","BT",5.15551516561907,2.18129770034438,794
"27","GBKall",1994,4,3,66596,93,1,"normal","BT",6.17792006558385,2.66245072635759,794
"28","GBKall",1995,4,3,66596,93,1,"normal","BT",6.73620753482762,2.482168397904,794
"29","GBKall",1996,4,3,66596,94,1,"normal","BT",5.1564392754669,1.74440067024391,794
"30","GBKall",1997,4,3,66596,93,1,"normal","BT",6.02754760306351,1.84269568757058,794
"31","GBKall",1998,4,3,66596,93,1,"normal","BT",5.76487208226407,1.2070832441537,794
"32","GBKall",1999,4,3,66596,93,1,"normal","BT",6.55631790848723,1.91794203219807,794
"33","GBKall",2000,4,3,66596,94,1,"normal","BT",7.23536333905579,2.02925700816674,794
"34","GBKall",2001,4,3,66596,93,1,"normal","BT",6.1653287577624,1.8623747660242,794
"35","GBKall",2002,4,3,66596,93,1,"normal","BT",7.28068649047229,1.74790697840106,794
"36","GBKall",2003,4,3,66596,93,1,"normal","BT",5.30057861446339,1.85261377319104,794
"37","GBKall",2004,4,3,66596,94,1,"normal","BT",4.73453772858415,1.57700729017638,794
"38","GBKall",2005,4,3,66596,93,1,"normal","BT",5.16723254386668,1.62925822472154,794
"39","GBKall",2006,4,3,66596,93,1,"normal","BT",6.32677904507754,1.79883274073027,794
