"","Location","Y","M","D","DayStart","Date","Percent","Summary.Type","Mission","Mean","SE","n.pixels"
"1","SCS",1968,4,3,66596,94,1,"normal","BT",4.95326749076869,1.77064413910357,375
"2","SCS",1969,4,3,66596,93,1,"normal","BT",5.48702399875484,1.76036470734604,375
"3","SCS",1970,4,3,66596,93,1,"normal","BT",5.95723963610345,1.62954396363012,375
"4","SCS",1971,4,3,66596,93,1,"normal","BT",5.40734559203029,1.33460837717466,375
"5","SCS",1972,4,3,66596,94,1,"normal","BT",5.89693159218753,1.4499043197208,375
"6","SCS",1973,4,3,66596,93,1,"normal","BT",6.51483407380744,1.68026273077815,375
"7","SCS",1974,4,3,66596,93,1,"normal","BT",6.85876423647902,1.24192177639469,375
"8","SCS",1975,4,3,66596,93,1,"normal","BT",5.84761252715426,1.62987223309381,375
"9","SCS",1976,4,3,66596,94,1,"normal","BT",6.73712503743038,1.41035807677662,375
"10","SCS",1977,4,3,66596,93,1,"normal","BT",5.2164631045398,1.4115067572824,375
"11","SCS",1978,4,3,66596,93,1,"normal","BT",4.64324599794098,1.34659102906058,375
"12","SCS",1979,4,3,66596,93,1,"normal","BT",5.33139854796619,1.62029228462124,375
"13","SCS",1980,4,3,66596,94,1,"normal","BT",5.55668025799502,1.4642301359403,375
"14","SCS",1981,4,3,66596,93,1,"normal","BT",5.1945675619229,1.32032438750985,375
"15","SCS",1982,4,3,66596,93,1,"normal","BT",5.28163969625705,1.2631526625485,375
"16","SCS",1983,4,3,66596,93,1,"normal","BT",5.5122570650643,1.76012806321189,375
"17","SCS",1984,4,3,66596,94,1,"normal","BT",5.56219716753139,1.5205232347484,375
"18","SCS",1985,4,3,66596,93,1,"normal","BT",5.9141490973541,1.56497274618104,375
"19","SCS",1986,4,3,66596,93,1,"normal","BT",7.28594489234534,1.74413683380758,375
"20","SCS",1987,4,3,66596,93,1,"normal","BT",5.37711845960413,1.56320793737015,375
"21","SCS",1988,4,3,66596,94,1,"normal","BT",5.9440023379518,1.54146807205031,375
"22","SCS",1989,4,3,66596,93,1,"normal","BT",6.0683747374634,1.7327604972943,375
"23","SCS",1990,4,3,66596,93,1,"normal","BT",5.62061677558644,1.3878204658018,375
"24","SCS",1991,4,3,66596,93,1,"normal","BT",6.22084191507481,1.51840913479965,375
"25","SCS",1992,4,3,66596,94,1,"normal","BT",6.43745206487501,1.64205057836331,375
"26","SCS",1993,4,3,66596,93,1,"normal","BT",5.13525910447663,1.90725564658674,375
