"","Time","Var","Value"
"1",1992,"Series",32.6664363358552
"2",1994,"Series",32.7199564202487
"3",1995,"Series",33.1930135700041
"4",1998,"Series",32.0128617777919
"5",2000,"Series",33.238842503323
"6",2002,"Series",33.2418743077638
"7",2004,"Series",33.0765565758339
"8",2006,"Series",32.6680318837821
"9",2010,"Series",32.4879022428151
"10",2011,"Series",32.472403593904
"11",2014,"Series",33.0221945344874
"12",2016,"Series",32.874938030699
"13",2018,"Series",32.8742075759473
"14",2019,"Series",32.5227309896756
