"common_name","sci_name","cc_name","stock_name","species_code","svspp","stock_season","strata"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1160"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1170"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1180"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1190"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1200"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1210"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1220"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1230"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1240"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1250"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1260"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1270"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1280"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1290"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1300"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1360"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1370"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1380"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1390"
"atlantic herring","Clupea harengus","atlantic-herring","atlantic-herring","atlher",32,"fall","1400"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1010"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1020"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1030"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1040"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1050"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1060"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1070"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1080"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1090"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1100"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1110"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1120"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1130"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1140"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1150"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1160"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1170"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1180"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1190"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1200"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1210"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1220"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1230"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1240"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1250"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1260"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1270"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1280"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1290"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1300"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1340"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1350"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1360"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1370"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1380"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1390"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1400"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1610"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1620"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1630"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1640"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1650"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1660"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1670"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1680"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1690"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1700"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1710"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1720"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1730"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1740"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1750"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","1760"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3020"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3050"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3080"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3110"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3140"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3170"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3200"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3230"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3260"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3290"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3320"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3350"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3380"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3410"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3440"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3450"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3460"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3470"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3480"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3490"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3500"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3510"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3530"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3540"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3550"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3560"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3570"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3590"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3600"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3610"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3620"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3640"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3650"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3660"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3670"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3680"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3690"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3700"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3710"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3720"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3730"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3740"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3750"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3760"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3770"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3780"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3790"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3800"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3810"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3820"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3830"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3840"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3850"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3860"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3870"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3880"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3910"
"alewife","Alosa pseudoharengus","alewife","alewife","alewif",33,"both","3920"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1010"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1020"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1030"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1040"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1050"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1060"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1070"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1080"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1090"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1100"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1110"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1120"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1130"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1140"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1150"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1160"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1170"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1180"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1190"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1200"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1210"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1220"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1230"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1240"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1250"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1260"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1270"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1280"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1290"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1300"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1340"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1350"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1360"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1370"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1380"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1390"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1400"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1610"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1620"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1630"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1640"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1650"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1660"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1670"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1680"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1690"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1700"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1710"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1720"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1730"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1740"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1750"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","1760"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3020"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3050"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3080"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3110"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3140"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3170"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3200"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3230"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3260"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3290"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3320"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3350"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3380"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3410"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3440"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3450"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3460"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3470"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3480"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3490"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3500"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3510"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3530"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3540"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3560"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3570"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3590"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3600"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3610"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3620"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3640"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3650"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3660"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3670"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3680"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3690"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3700"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3710"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3720"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3730"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3740"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3750"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3760"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3770"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3780"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3790"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3800"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3810"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3820"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3830"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3840"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3850"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3860"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3870"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3880"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3910"
"blueback herring","Alosa aestivalis","blueback-herring","blueback-herring","bluher",34,"both","3920"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1030"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1040"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1070"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1080"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1110"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1120"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1140"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1150"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1170"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1180"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1630"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1640"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1670"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1680"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1710"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1720"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1750"
"offshore hake","Merluccius albidus","offshore-hake","offshore-hake","offhak",69,"both","1760"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1200"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1210"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1220"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1230"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1240"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1250"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1260"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1270"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1280"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1290"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1300"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1360"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1370"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1380"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1390"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_gom-ngb","silhak",72,"both","1400"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1010"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1020"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1030"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1040"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1050"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1060"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1070"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1080"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1090"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1100"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1110"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1120"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1130"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1140"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1150"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1160"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1170"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1180"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1190"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1610"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1620"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1630"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1640"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1650"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1660"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1670"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1680"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1690"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1700"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1710"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1720"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1730"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1740"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1750"
"silver hake","Merluccius bilinearis","silver-hake","silver-hake_sgb-ma","silhak",72,"both","1760"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1130"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1140"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1150"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1160"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1170"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1180"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1190"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1200"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1210"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1220"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1230"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1240"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gb","atlcod",73,"both","1250"
"atlantic cod","Gadus morhua","atlantic-cod","atlantic-cod_gom","atlcod",73,"both","1260"
